Identificador,TipoProducto,FechaFabricacion,Voltaje,Corriente,Desempeno,ConsumoEnergetico,ValorMercado
8941,Tablet,2020-02-19,3.7711,2.8664,45.5466,11.8958,54.5939
3125,Accesorio,2022-06-04,3.2916,1.9464,31.3696,5.3933,36.6527
1459,Tablet,2020-08-10,7.3549,3.6485,152.084,28.4739,151.6804
8855,Accesorio,2020-10-06,6.5211,1.3539,47.0741,6.7893,51.9586
2560,Smartphone,2022-04-06,5.5873,0.5046,37.6528,2.6627,32.6185
8675,Accesorio,2020-05-03,8.5609,2.4942,53.4143,21.5858,88.6714
3974,Tablet,2020-11-13,12.4313,1.1318,45.5358,13.8949,63.1714
2394,Tablet,2021-06-20,10.4701,2.2499,54.3746,22.2866,87.9851
8922,Laptop,2021-05-20,14.4885,0.5858,54.9411,8.7843,60.1876
54,Tablet,2022-05-19,12.4594,1.8511,52.644,24.5924,92.0222
5423,Smartphone,2020-05-07,14.0768,4.7586,69.0888,66.3526,198.133
2668,Smartphone,2021-03-26,13.1328,2.3329,61.1617,29.4499,113.713
3493,Tablet,2020-03-27,3.829,0.5618,152.084,2.0652,89.1874
5210,Accesorio,2021-01-27,10.4852,1.9693,51.7124,21.2231,81.7316
4891,Accesorio,2021-05-26,8.7499,4.2824,58.3321,36.8,123.9849
498,Tablet,2020-09-16,10.1092,4.4793,62.9793,45.8532,143.0382
2487,Accesorio,2021-04-09,9.9749,4.767,64.4578,48.154,153.3798
2713,Accesorio,2021-04-22,7.0775,3.8185,52.939,27.7877,100.7749
5774,Accesorio,2020-12-12,12.9381,1.4149,50.9144,18.475,78.4874
7250,Tablet,2022-09-26,9.8288,4.1035,65.5507,39.1859,134.2853
3473,Accesorio,2021-02-23,4.3891,2.4877,38.5358,8.4947,49.7003
1312,Tablet,2021-04-24,3.8041,4.5962,51.302,18.7016,74.4497
5594,Accesorio,2020-10-12,14.0082,3.6998,66.7903,53.2022,167.8204
6155,Smartphone,2020-06-11,13.0228,2.899,58.2133,37.7755,126.7451
3951,Tablet,2022-06-29,4.9065,3.5324,50.2394,17.0758,71.713
4069,Tablet,2021-12-17,5.7493,1.1414,37.5896,6.8886,43.5981
1183,Laptop,2022-07-10,8.2178,0.9129,40.391,6.4809,46.5754
589,Accesorio,2020-05-01,13.0228,4.0806,63.4246,51.8805,167.3329
6339,Accesorio,2020-11-04,9.8536,4.8236,67.1844,46.6894,147.4434
5006,Laptop,2022-11-26,12.7624,3.9362,68.9217,49.2774,158.9451
1578,Tablet,2020-10-18,8.2786,0.8865,39.4631,6.6034,46.4648
4321,Laptop,2020-01-20,4.4944,4.7624,52.6602,22.3263,83.3976
8979,Smartphone,2021-03-24,8.6392,4.5729,64.4101,42.1469,134.632
5710,Laptop,2021-10-30,10.4887,1.728,51.3406,18.5892,76.1891
3524,Smartphone,2021-08-03,5.0088,0.9541,29.4218,5.3067,35.2499
3861,Smartphone,2021-11-22,7.5005,1.6069,43.135,11.7171,63.7424
8184,Smartphone,2021-12-03,9.7277,0.5111,38.7296,6.0278,43.4005
819,Laptop,2022-01-31,6.1006,1.9033,46.006,10.415,57.4008
8716,Smartphone,2020-11-20,5.0811,3.3677,43.6633,18.4997,70.4437
487,Tablet,2021-05-26,11.6625,1.2866,50.1633,15.3455,67.2483
3338,Tablet,2021-06-26,5.9708,4.1834,53.6126,23.4262,89.3231
5406,Tablet,2021-05-26,14.2675,2.5815,61.0044,37.88,126.4917
1104,Laptop,2020-02-03,9.52,4.2659,62.2778,41.8412,135.0248
6478,Laptop,2020-01-13,7.7611,3.2735,50.1014,25.4746,93.1593
515,Smartphone,2022-04-27,4.1088,3.8603,46.4765,16.5177,68.3119
2139,Smartphone,2022-12-17,,,56.68,32.6511,109.9289
8955,Laptop,2022-08-09,9.9562,2.9049,55.6927,27.7764,98.8352
101,Accesorio,2020-06-22,11.0005,4.2579,64.5493,46.2717,147.1545
6244,Laptop,2022-12-30,12.0711,0.8455,46.1794,10.6264,55.5218
4871,Tablet,2020-06-10,9.9201,2.6947,58.1815,25.2044,94.257
3598,Tablet,2020-12-17,,,42.0494,15.5083,69.1156
1694,Tablet,2021-02-25,,,40.4693,9.6968,58.6266
1646,Laptop,2022-08-27,11.4548,4.0351,65.416,48.2193,145.5317
5733,Laptop,2022-10-21,14.9463,0.9112,56.4812,11.0696,62.372
1035,Tablet,2020-09-18,10.1069,4.5934,62.0882,47.4987,146.0095
331,Accesorio,2022-02-14,9.2961,2.2097,46.2437,21.6199,83.4717
6865,Laptop,2022-02-20,4.863,1.3671,34.7187,6.73,40.2138
6623,Accesorio,2022-08-13,12.5446,1.7516,56.155,21.484,84.2222
3407,Tablet,2020-06-01,5.3478,4.0175,55.5807,23.2429,92.2565
3172,Tablet,2021-09-27,6.7559,2.678,51.4162,18.4374,78.9305
5480,Accesorio,2022-01-16,9.4429,1.729,43.5169,17.0712,68.5175
7644,Smartphone,2022-08-08,7.6819,1.5843,43.7669,12.5519,61.4495
8600,Smartphone,2020-02-08,7.9193,3.3113,53.2842,26.6419,103.4755
38,Laptop,2021-06-24,12.3925,3.1867,63.6659,40.0483,131.5573
3164,Accesorio,2021-01-04,5.1346,2.0741,39.9373,9.0632,48.3496
795,Accesorio,2021-08-08,10.5375,3.7264,60.6669,37.3713,123.2262
1609,Tablet,2021-11-18,14.4093,3.5853,71.7474,51.8409,168.8305
8646,Accesorio,2020-12-04,8.2241,4.903,62.1614,39.1048,135.8654
8626,Laptop,2020-07-14,11.7496,1.4164,47.9994,16.1706,68.5659
8449,Accesorio,2022-09-14,8.0201,1.6819,45.5312,13.5974,67.7022
6076,Tablet,2021-04-08,3.5498,3.9806,45.208,15.9441,66.7256
3484,Accesorio,2020-05-31,,,49.7261,12.0007,66.896
3118,Smartphone,2021-08-21,8.1277,2.9629,48.5744,23.1787,88.2382
7593,Tablet,2022-05-28,7.0254,4.2611,55.7949,30.9066,109.6227
4420,Laptop,2022-07-11,9.5033,1.9155,46.0609,20.4044,75.6842
2931,Laptop,2021-09-01,4.1167,4.0595,48.9313,17.5959,72.0638
3326,Smartphone,2020-12-10,14.4527,2.7268,61.7435,39.3087,133.0725
4145,Smartphone,2021-02-08,3.9898,3.8178,46.9896,16.6323,70.5325
7580,Accesorio,2021-05-26,3.4086,1.4037,33.5097,4.9282,37.9041
5154,Accesorio,2021-12-14,7.4797,1.3487,42.0125,7.5504,53.3218
3748,Smartphone,2021-08-18,9.9697,4.7395,67.613,47.9245,152.1788
4536,Accesorio,2020-01-02,9.4401,2.2417,45.5163,21.2473,82.8928
5745,Smartphone,2022-09-28,10.5135,2.463,48.5801,25.7095,89.31
2717,Accesorio,2020-02-25,8.515,0.9319,42.3502,8.4104,56.7834
6844,Tablet,2021-07-24,4.9633,3.6313,50.8271,18.7684,74.101
4366,Laptop,2021-06-01,9.0355,4.6534,66.2049,39.9612,136.7709
6820,Laptop,2020-07-15,3.302,3.4771,44.7449,10.1709,50.3222
5635,Laptop,2022-02-18,12.3199,3.3621,56.7391,41.774,134.5747
6959,Smartphone,2022-03-27,4.0555,3.4492,45.3084,15.0492,66.9993
3270,Accesorio,2022-02-11,4.0581,3.8931,44.9473,16.931,69.8305
3785,Accesorio,2020-03-11,4.5742,2.8652,45.4123,13.2866,56.8063
8019,Accesorio,2022-08-17,11.1993,3.8102,62.7112,43.627,137.7955
6617,Accesorio,2022-11-14,9.8741,1.2724,42.3145,13.554,60.1641
1875,Laptop,2022-09-18,3.8549,3.2497,48.7522,13.0749,62.5863
7503,Tablet,2021-03-15,9.4483,3.1639,55.1401,29.177,103.1156
4243,Tablet,2021-08-29,6.939,2.6473,46.3194,18.3121,74.9531
3775,Laptop,2022-12-06,6.0038,3.231,47.8994,18.9103,74.4012
5997,Tablet,2021-08-13,9.2092,2.1121,50.0388,21.0048,86.1298
6198,Smartphone,2020-05-19,8.2007,3.2526,51.6641,25.2017,98.0924
3937,Laptop,2020-02-25,9.5216,3.5934,60.3646,35.0331,119.9031
8432,Smartphone,2021-06-19,,,40.4503,8.1104,53.9165
8628,Smartphone,2020-05-10,4.6074,3.415,44.3726,16.9597,69.1482
7965,Smartphone,2022-10-26,9.5913,1.3094,50.025,12.0935,60.7682
3497,Tablet,2022-11-26,7.9533,2.9069,54.8463,22.9911,94.6479
2497,Smartphone,2020-08-18,7.2367,0.8083,37.976,6.5576,48.1342
7473,Tablet,2020-10-16,9.1721,1.954,46.9508,18.7364,78.892
6323,Accesorio,2020-06-30,9.0433,0.6928,42.0911,4.8725,44.3027
1831,Smartphone,2022-06-23,10.0839,1.4888,51.6637,15.3415,69.6646
6430,Tablet,2020-07-02,11.1676,0.7388,40.1102,9.9776,46.8715
583,Laptop,2020-09-06,5.2934,3.3131,45.2161,17.6078,70.8094
4499,Tablet,2021-03-10,9.4613,2.5217,57.635,24.2256,96.2847
4294,Smartphone,2020-04-14,,,52.3797,10.5133,66.0002
7619,Smartphone,2020-08-18,10.662,2.1583,53.7136,22.1636,83.0383
6329,Accesorio,2021-02-18,11.939,2.9282,53.3055,34.2948,112.6677
68,Smartphone,2021-02-16,4.0114,2.8309,40.6541,10.5249,51.261
3613,Laptop,2022-06-02,11.511,4.7059,65.6664,55.9624,167.6358
6428,Smartphone,2021-01-15,3.1006,1.9644,41.3105,7.5328,50.1942
3896,Laptop,2022-03-11,10.7342,2.7416,53.3665,29.2969,102.3971
4851,Tablet,2020-11-12,12.7273,1.9729,52.4982,24.0249,92.2321
4222,Accesorio,2021-08-02,3.6661,1.3686,34.5838,4.6635,35.7808
3377,Smartphone,2020-03-06,11.5811,4.6026,69.3687,52.6708,161.9252
4253,Laptop,2020-06-18,13.378,4.6372,75.0676,62.8678,196.1826
4155,Laptop,2020-01-02,8.5073,1.601,51.6464,14.9473,72.1362
4582,Smartphone,2020-01-12,3.5447,4.2114,49.7649,14.1851,67.6204
4992,Tablet,2022-05-23,,,54.084,27.0757,100.1196
4804,Laptop,2022-09-20,5.2708,0.6022,30.9745,2.306,33.9438
2944,Tablet,2021-10-21,9.8901,1.2376,41.3365,12.1127,57.4733
5631,Accesorio,2022-12-05,12.3084,1.0399,50.1617,14.4941,68.6384
7999,Tablet,2020-03-14,13.7729,3.6879,64.3659,50.4812,159.1511
6005,Laptop,2020-12-10,11.8038,0.7493,45.94,9.9228,52.4605
4925,Smartphone,2021-10-25,8.4979,2.3997,46.064,20.602,81.7995
5777,Tablet,2021-01-14,14.679,4.2185,69.6841,62.3661,191.8584
6432,Smartphone,2022-06-02,4.3761,3.4895,53.5415,17.169,71.5241
1028,Accesorio,2021-01-12,9.4795,3.4788,55.858,34.2076,117.1569
4261,Accesorio,2021-09-15,12.9002,4.1617,69.9578,53.8781,168.6132
4377,Accesorio,2022-06-05,7.7385,0.9122,38.4915,7.7853,45.8852
5893,Smartphone,2022-09-18,,,62.2929,41.2319,128.6652
5627,Smartphone,2021-08-31,13.3859,2.5919,60.5652,34.9098,120.5965
3196,Smartphone,2021-10-14,13.0477,2.8457,63.5575,37.9264,130.0038
1067,Accesorio,2022-07-19,3.7892,2.694,43.9748,9.2277,53.7656
1680,Smartphone,2021-02-06,7.0953,1.2077,34.7194,8.5791,48.0092
2650,Accesorio,2021-09-05,10.8592,1.1641,49.7621,11.715,60.5518
7063,Laptop,2020-11-22,12.3106,1.9612,50.3128,24.2284,90.5884
4558,Tablet,2021-07-13,14.1255,3.6861,70.2511,53.04,167.1493
3728,Laptop,2021-07-03,10.5276,4.7854,64.1668,48.4212,154.2141
5023,Laptop,2020-02-19,12.4615,2.706,52.9392,36.0921,119.6538
1238,Smartphone,2020-10-12,13.9456,2.9668,152.084,41.3818,187.0591
5189,Smartphone,2022-07-07,8.7078,1.3596,45.5073,11.8026,60.3727
951,Laptop,2020-03-04,7.6216,1.7593,43.099,11.809,63.2729
4534,Accesorio,2020-09-19,8.332,1.9214,46.0029,16.9392,72.0384
3686,Smartphone,2020-09-23,3.2809,4.8871,55.2626,15.5136,71.1624
880,Tablet,2020-10-20,8.2394,3.1397,50.9032,26.8764,104.942
2823,Accesorio,2022-12-14,12.7151,2.8595,56.9641,36.5967,122.812
142,Tablet,2020-09-24,14.7802,4.3036,72.2121,63.9821,195.0066
914,Accesorio,2022-07-21,9.1143,3.8425,56.6425,34.8759,120.1843
3604,Smartphone,2021-09-04,6.6578,3.2212,44.52,20.6375,82.1457
8355,Accesorio,2021-07-08,8.5723,4.4414,59.2017,37.9104,128.6449
4172,Accesorio,2021-09-03,5.4743,1.1419,38.3764,7.0754,41.3063
2365,Laptop,2021-12-30,9.5871,1.2985,43.0888,13.1587,60.0532
527,Tablet,2020-04-25,14.7575,4.1957,68.4028,62.4543,190.2525
6138,Tablet,2020-07-03,12.3792,4.8622,70.9033,59.1476,182.8638
8044,Smartphone,2020-01-27,3.2246,4.4033,53.4038,14.0854,68.6885
4575,Accesorio,2021-07-19,,,53.7964,29.2022,99.2932
7854,Accesorio,2020-05-08,3.7437,4.2073,46.7251,17.5154,72.0622
3028,Accesorio,2021-06-30,,,46.0203,15.7813,72.5279
8477,Tablet,2020-10-13,5.7563,4.3926,55.2858,24.5586,92.8336
5424,Smartphone,2021-04-13,,,39.0847,8.9234,57.1247
2941,Accesorio,2020-07-03,8.8758,0.5289,43.237,4.1732,45.4847
3982,Smartphone,2020-12-05,5.927,4.8877,57.9424,28.799,105.442
1045,Tablet,2021-06-04,11.0961,1.766,57.2082,20.2652,81.9894
6176,Smartphone,2021-01-08,4.4521,3.5123,45.2121,13.7019,60.7695
7756,Accesorio,2021-02-26,10.8814,3.2833,57.3686,35.4394,121.1002
6543,Smartphone,2020-09-27,13.2485,3.0021,60.1733,38.2177,134.0623
7577,Smartphone,2022-04-02,7.4218,3.3936,52.434,25.8476,97.2321
1764,Smartphone,2021-02-08,14.9741,1.5694,56.3004,24.1921,96.2991
7417,Accesorio,2021-12-08,11.7768,1.8836,54.8786,22.1706,87.1599
1382,Accesorio,2021-08-19,12.9141,2.4003,64.9845,30.1876,116.0058
5426,Accesorio,2021-08-31,9.3667,4.8979,59.4507,46.1567,145.5705
7330,Laptop,2020-11-02,9.8485,3.1622,56.9479,31.3132,109.3481
5573,Laptop,2020-01-01,7.0432,4.4404,56.9452,30.9321,112.9808
4526,Accesorio,2022-07-23,6.6318,4.2927,54.0572,28.4942,100.2405
2167,Tablet,2020-04-04,10.3598,2.3125,54.9693,24.6757,93.8867
5220,Accesorio,2021-08-17,7.9983,4.1687,56.2302,33.0477,117.5183
8278,Smartphone,2020-12-03,6.1598,0.8907,39.7116,4.1359,42.0415
6016,Laptop,2022-08-24,4.523,3.2229,43.3297,13.6541,60.2987
7009,Smartphone,2021-07-06,14.9348,4.3193,72.668,64.2937,193.9325
4561,Smartphone,2021-03-09,8.9877,1.2194,43.7839,9.2701,55.2293
5429,Accesorio,2021-06-04,10.4467,4.2294,61.431,44.5648,139.9949
5639,Smartphone,2022-03-06,11.1192,1.181,49.5336,13.3476,63.6877
1022,Accesorio,2021-02-02,14.3209,2.3374,56.9388,32.427,116.3157
5092,Laptop,2022-01-15,12.0841,1.666,54.3921,20.3664,82.8521
2212,Smartphone,2022-11-02,9.7982,1.3792,50.7441,14.7134,69.2904
7076,Tablet,2022-01-25,8.1906,1.0171,39.6015,8.0895,48.3945
3605,Laptop,2021-07-16,14.3237,2.3372,64.49,34.3093,122.963
1394,Smartphone,2022-02-26,10.2378,3.2307,52.076,33.5908,113.3744
1319,Tablet,2021-05-24,14.0808,2.2538,59.2911,31.2214,114.3515
6013,Laptop,2022-05-20,10.0556,0.9709,44.0717,11.6275,54.5517
2533,Smartphone,2020-06-03,5.652,4.3963,57.4877,23.8834,94.6995
6675,Accesorio,2022-09-29,13.4814,1.0149,52.8917,14.4349,70.5595
8617,Tablet,2021-08-31,9.6528,4.6897,62.6098,46.7137,149.2776
1100,Accesorio,2020-10-08,14.1701,3.8912,69.7239,55.1819,178.9487
5976,Accesorio,2020-11-04,12.8782,1.4408,51.457,18.0404,82.1512
5073,Smartphone,2020-05-06,9.759,2.7622,52.5102,27.5508,100.0367
5259,Tablet,2022-06-11,8.2977,2.9896,54.2088,25.5694,96.5158
1522,Smartphone,2021-08-04,13.4425,2.9555,58.293,39.6483,135.5825
8638,Tablet,2022-06-11,14.9773,0.7596,53.1524,10.2629,60.8809
7614,Smartphone,2021-04-13,6.0761,1.0901,41.5817,6.911,46.5924
2690,Laptop,2021-08-16,4.5084,1.5029,38.2795,7.104,39.2555
5709,Laptop,2021-06-23,4.807,2.8984,40.8905,14.9202,61.6904
6615,Laptop,2022-08-29,10.986,3.9761,63.4057,44.5362,141.9721
2825,Smartphone,2022-09-25,6.9012,1.808,37.5739,12.5195,59.3804
4089,Laptop,2020-10-03,12.511,2.1254,51.5596,25.6561,94.5251
3593,Accesorio,2021-01-05,14.2664,1.1786,59.7157,16.16,82.7045
1957,Tablet,2021-04-06,7.3323,4.2642,56.3463,30.7606,109.6503
7749,Accesorio,2021-09-13,12.9498,1.9418,49.9048,25.1349,91.7188
5868,Tablet,2020-03-25,4.2556,2.5745,37.5254,11.8149,51.2961
1842,Accesorio,2022-04-23,10.6357,0.5283,45.2054,5.5931,43.0801
2570,Smartphone,2022-10-15,,,55.6544,22.2781,92.8942
3058,Laptop,2021-11-20,,,63.6037,47.0163,143.4313
4908,Tablet,2022-03-11,8.4556,2.6618,44.2755,23.7197,88.2438
727,Accesorio,2020-05-23,13.3494,1.3595,50.9687,17.0184,75.2763
5394,Laptop,2021-09-14,4.4861,2.4378,41.8329,11.0202,51.9384
908,Smartphone,2022-02-22,9.0519,4.6919,61.0436,41.4681,136.5021
5888,Tablet,2022-04-27,9.6578,0.834,47.5228,7.3852,50.8709
5646,Smartphone,2020-05-02,6.6676,1.2829,46.3421,7.162,53.7421
8839,Smartphone,2022-11-16,13.3535,3.0402,61.98,41.5241,139.3976
1640,Smartphone,2022-09-28,12.6672,3.3425,62.9103,43.6973,141.115
8817,Laptop,2021-06-16,6.1368,0.949,36.2824,6.094,41.4475
7327,Tablet,2020-08-02,3.5272,4.7701,51.4922,17.9805,77.7091
6931,Laptop,2020-06-25,7.0314,0.5358,37.1151,5.2471,44.1947
8635,Tablet,2021-08-14,7.4769,1.5803,45.6835,11.3891,59.984
865,Tablet,2022-09-19,4.9349,3.5402,49.516,16.9109,69.6747
3420,Tablet,2022-06-26,11.4781,2.9582,63.1863,34.9812,117.5545
1699,Accesorio,2020-12-01,12.2415,0.5185,50.2218,8.5107,50.4523
7254,Accesorio,2021-12-10,11.3907,1.2151,47.0362,12.9702,61.9382
129,Accesorio,2021-06-10,5.1291,0.56,39.5845,2.8362,34.5891
7091,Tablet,2020-01-28,10.0625,1.3484,41.8188,14.0824,60.4437
3507,Tablet,2022-05-17,8.8435,1.2308,41.7722,10.5332,58.3802
6738,Laptop,2020-04-11,4.7835,4.9521,56.0575,23.5176,86.5915
5487,Laptop,2022-04-02,5.5544,4.024,48.7227,21.5444,83.0874
3432,Tablet,2020-05-02,8.2226,2.3643,38.684,18.7009,74.5771
6264,Tablet,2022-05-15,4.1305,0.5894,34.8579,1.5312,30.1056
7639,Tablet,2020-11-30,6.9471,4.5321,59.9758,30.6167,111.9343
2682,Laptop,2021-10-28,11.0692,3.3007,60.5981,37.0229,122.0311
1645,Laptop,2021-01-15,13.9789,2.9897,65.0392,41.3138,140.2354
8075,Smartphone,2022-08-02,7.6979,3.5613,47.5248,28.048,101.4273
4033,Tablet,2022-10-08,14.0255,1.1673,51.9336,15.3666,76.3747
4865,Laptop,2022-02-06,3.7617,3.1273,43.0231,11.4441,57.6875
3168,Laptop,2021-08-21,11.3878,2.7815,56.969,31.8725,107.8336
5468,Accesorio,2021-04-02,8.9709,0.6033,39.6849,4.7186,40.4578
5689,Laptop,2021-06-21,10.2978,4.4496,59.6512,43.8162,139.2509
8865,Laptop,2021-06-11,10.0636,3.7797,55.1044,38.3265,122.5457
8711,Tablet,2022-12-20,3.4534,1.5455,35.3395,4.8631,38.9475
542,Tablet,2020-03-28,8.2213,3.8849,51.9951,31.7693,112.3269
4529,Tablet,2020-08-26,14.9623,2.7906,65.692,40.0005,140.3713
3808,Laptop,2022-09-18,4.4282,1.519,152.084,7.6545,99.0021
7747,Smartphone,2020-07-16,6.2363,4.2326,52.8569,25.7827,93.7563
3692,Tablet,2021-06-10,6.2081,3.5925,55.2956,21.8908,85.6492
7679,Laptop,2021-09-17,10.3382,3.1006,50.4677,32.3727,108.0627
6558,Laptop,2021-04-26,8.2986,2.1554,46.2923,17.5455,75.2495
4067,Tablet,2020-01-10,14.9739,2.7435,68.1206,39.66,134.2083
2171,Accesorio,2020-06-01,14.9064,4.9709,74.5841,73.4769,220.757
7284,Smartphone,2020-10-14,13.9375,2.6154,61.9711,36.9224,127.6013
2788,Accesorio,2022-06-24,11.0682,4.7326,67.3039,51.3775,160.2243
7941,Smartphone,2020-05-12,3.4077,0.7972,29.158,4.0052,30.8911
169,Smartphone,2021-04-20,3.5,4.1783,48.5827,14.9815,69.009
6146,Laptop,2022-07-27,7.721,1.9636,47.0726,15.6844,72.6371
8219,Smartphone,2022-12-07,3.5417,2.1681,37.869,8.1967,45.1482
1506,Accesorio,2021-03-11,10.7674,0.8187,45.8491,8.9419,52.8631
1942,Smartphone,2020-10-23,9.8287,3.0534,54.7498,29.1958,98.7638
7293,Accesorio,2022-10-27,4.1515,4.4969,50.7011,18.6733,74.2829
2071,Accesorio,2022-11-05,12.3599,2.266,55.1711,29.4916,105.133
7085,Smartphone,2022-12-10,10.0809,3.1156,51.0622,32.1903,104.3384
63,Laptop,2020-04-11,8.1036,4.5973,63.1495,37.8565,132.8662
4520,Laptop,2020-11-14,10.9182,3.1149,60.1839,37.1365,118.7823
1723,Accesorio,2022-04-21,12.8017,2.9758,68.1146,37.9123,129.2981
3398,Accesorio,2022-10-17,4.7221,0.7354,35.7596,3.7939,33.8191
8025,Tablet,2021-09-10,3.7523,3.7597,50.3777,13.5596,64.5888
6259,Accesorio,2020-12-26,9.8714,4.7567,65.1285,47.8304,150.2984
947,Accesorio,2021-08-09,6.2614,4.8107,55.569,31.1037,109.6325
2731,Smartphone,2022-11-04,5.5357,3.7982,52.7849,20.2792,78.2727
1592,Accesorio,2022-01-14,10.8893,1.0143,46.4625,9.8293,52.6123
869,Accesorio,2022-11-17,14.747,3.3471,71.8568,49.9859,161.7325
8618,Accesorio,2022-09-25,12.9154,1.8638,57.4634,25.6949,100.9396
3528,Laptop,2021-06-03,3.0007,1.7253,35.2448,4.23,41.2621
6224,Smartphone,2022-09-27,12.9448,0.8022,50.1195,9.0425,59.6817
8325,Laptop,2021-05-20,12.7483,4.8349,65.1647,60.2911,180.2965
1824,Accesorio,2020-02-19,12.9621,2.0648,55.1329,27.1008,102.5424
1718,Tablet,2020-02-07,8.447,4.5919,61.8922,38.321,131.4599
3920,Smartphone,2022-06-22,4.5825,2.1784,36.2374,10.7226,45.8219
7706,Tablet,2020-12-25,6.0004,1.5553,44.6511,9.7935,51.4022
8130,Laptop,2021-09-05,5.9291,3.3685,48.2805,19.0274,80.0107
32,Laptop,2020-07-11,4.84,1.0796,34.6949,6.1165,37.2034
471,Laptop,2021-01-08,,,51.1367,26.4669,97.419
2761,Accesorio,2020-12-19,9.4897,1.1783,46.0309,11.1838,57.6377
1387,Tablet,2021-08-16,6.5414,1.0,38.7779,5.8736,43.9338
7333,Tablet,2022-12-17,13.9478,3.0589,64.6603,41.3859,140.0764
5171,Accesorio,2020-01-13,9.7738,3.3833,59.1954,32.3021,113.1245
2561,Laptop,2020-06-30,7.3751,1.1587,39.2427,8.8364,56.3253
451,Accesorio,2022-09-04,14.9592,2.2863,59.1612,35.1964,121.1358
7303,Smartphone,2022-05-31,13.8726,1.1629,48.8257,16.1032,76.4237
724,Laptop,2022-04-03,3.5781,4.0713,46.4146,14.6146,64.1879
5323,Accesorio,2021-10-29,14.8873,2.8137,152.084,41.2452,181.8819
4531,Tablet,2020-07-13,,,45.707,17.1276,74.4197
2498,Accesorio,2021-02-18,10.0782,4.8937,68.4263,47.9461,154.1894
475,Smartphone,2020-07-25,12.6561,0.9064,50.1889,11.8956,58.2811
3269,Laptop,2022-10-06,7.6109,1.8317,46.4573,13.8403,70.3978
1786,Smartphone,2022-08-30,6.4645,0.5994,34.6933,1.7822,28.0209
2302,Smartphone,2020-06-11,4.437,1.2256,33.9551,5.3785,37.3725
4656,Smartphone,2022-03-26,9.6632,2.6858,51.2823,24.8121,93.0073
6255,Accesorio,2020-07-28,7.6867,4.6741,57.5529,34.1807,119.7686
6772,Smartphone,2020-08-03,13.0031,4.7916,67.3055,61.8798,189.0191
8783,Smartphone,2022-07-14,4.3474,0.7417,32.7029,2.6375,30.17
8521,Tablet,2021-01-28,9.6676,4.7931,64.5319,46.1931,147.9177
3859,Tablet,2022-02-19,7.6786,2.8509,50.5615,21.8172,90.488
8586,Smartphone,2020-12-13,10.7447,2.8232,50.6369,29.4777,101.1725
7607,Smartphone,2021-01-05,11.3911,4.2031,66.7355,47.6027,147.6073
3735,Tablet,2020-06-18,11.6522,3.5589,54.5075,40.8371,130.8068
576,Smartphone,2021-05-30,14.8779,4.4886,71.3141,67.5591,202.4211
6775,Smartphone,2021-11-06,11.0091,4.0181,62.4217,43.3216,136.2255
6826,Smartphone,2022-05-13,8.5906,1.9626,43.2853,16.8738,70.2578
2200,Tablet,2021-09-22,4.4515,2.1254,34.6526,9.23,46.6223
8236,Accesorio,2021-08-30,12.5009,4.3645,63.1759,56.0941,169.9535
7765,Accesorio,2021-12-06,10.5596,1.2792,51.9176,14.6212,67.0745
329,Smartphone,2022-04-14,12.0433,1.7884,54.4009,21.1037,78.9323
2340,Smartphone,2020-03-30,8.6938,4.8304,61.9003,40.7167,138.1444
1089,Smartphone,2021-11-01,3.3947,3.6081,46.2703,12.6809,63.839
1503,Accesorio,2020-07-01,12.9336,1.2936,55.6681,18.1669,77.8639
6167,Smartphone,2021-04-25,11.6794,3.5061,152.084,41.0282,176.9002
7604,Laptop,2020-08-01,9.4139,0.8139,41.576,9.0379,52.0418
5956,Smartphone,2021-07-26,12.7671,0.7082,45.2381,8.9348,49.7336
1623,Laptop,2022-03-29,6.5273,1.2072,39.9632,5.9692,45.149
1943,Laptop,2022-01-18,12.8283,1.1716,54.5151,16.2454,71.5396
7257,Laptop,2021-04-09,,,33.1146,3.4822,40.7779
3934,Accesorio,2022-01-29,8.4496,3.4122,56.4854,30.0163,109.5632
3513,Accesorio,2021-12-25,12.9984,1.5236,50.9922,19.1941,82.4853
6065,Accesorio,2022-02-03,7.8784,1.7724,45.6585,12.8129,64.5211
192,Tablet,2020-10-13,3.1159,1.8963,39.3361,6.5618,41.1546
8276,Accesorio,2020-03-16,10.7631,1.1705,48.3331,11.7021,57.7874
3697,Laptop,2021-07-09,12.0697,3.8689,62.3023,47.8653,151.8732
5250,Tablet,2022-08-31,10.7167,2.8026,56.6916,30.7695,106.0054
326,Tablet,2020-11-17,7.1646,2.8278,152.084,19.9767,136.2941
6724,Laptop,2020-03-25,11.4965,4.2009,63.9919,47.7787,147.0181
4416,Tablet,2020-11-25,3.1442,3.2196,39.9298,11.1052,54.1753
5569,Smartphone,2021-04-11,5.3469,4.6498,55.2118,25.3813,93.6671
7905,Smartphone,2020-01-07,6.4042,4.702,60.6177,28.9841,105.8184
2664,Laptop,2020-09-07,9.9646,1.0326,48.9947,10.4553,56.4851
8032,Smartphone,2021-08-06,3.1308,2.1207,39.2887,5.1152,40.2689
2466,Accesorio,2022-04-22,14.3323,2.869,61.7932,41.4439,138.0453
7348,Tablet,2021-01-17,6.7347,3.8058,56.116,25.0711,94.2078
3327,Accesorio,2022-12-18,4.7128,0.8222,35.4341,3.0496,29.7828
