Identificador,TipoCultivo,FechaCosecha,Peso,Desempeno,Humedad,Precio,Target
4682,Fruta,2022-05-25,7.1499,65.2779,89.0327,33.6898,OK
1707,Cereal,2021-11-24,,,87.6105,22.7459,OK
4176,Cereal,2022-09-24,3.0904,60.0001,68.9154,7.6574,OK
66,Vegetal,2022-02-16,7.5762,75.6424,32.1671,27.9169,OK
2751,Legumbre,2022-06-22,5.9069,74.5516,54.0481,28.4905,OK
5004,Cereal,2022-01-31,6.7569,64.6237,71.5155,26.333,OK
3620,Fruta,2022-10-12,7.3592,76.7244,31.6562,20.9956,OK
3939,Fruta,2022-05-29,6.7762,76.798,76.0597,32.6513,OK
5122,Legumbre,2022-08-29,9.6779,74.8306,64.2137,28.6216,KO
2107,Cereal,2021-10-23,7.7732,73.3487,67.3125,32.2189,OK
2043,Fruta,2021-10-16,8.4899,76.1268,62.5815,31.5651,KO
5635,Fruta,2022-03-26,4.5274,55.4565,86.4173,12.5002,KO
451,Vegetal,2022-05-22,7.9006,70.5013,51.9208,35.6348,OK
2614,Legumbre,2021-01-27,1.2904,54.4828,53.5944,2.8996,KO
5992,Fruta,2021-07-08,3.4044,54.8151,60.3954,11.6746,KO
869,Cereal,2022-06-28,8.2926,79.8718,67.1827,20.4969,KO
255,Fruta,2021-01-21,,,72.9943,25.0189,OK
2276,Fruta,2022-11-22,6.1418,73.8458,30.276,30.2506,OK
3090,Legumbre,2022-10-25,6.8439,73.2999,61.3553,28.2533,OK
3917,Legumbre,2022-03-10,8.2492,70.2596,56.6636,19.109,KO
2498,Vegetal,2021-03-12,5.4683,64.433,58.4004,27.0218,OK
3203,Legumbre,2022-04-06,6.2825,75.0375,60.9764,30.7819,OK
100,Fruta,2022-02-18,9.6791,83.8281,36.1732,21.2979,KO
3422,Cereal,2022-05-26,0.5617,52.1888,88.5576,2.2641,KO
2054,Legumbre,2022-04-28,8.8285,84.1506,58.1701,26.7676,KO
4310,Fruta,2021-07-24,5.2764,67.1039,61.9367,12.5485,OK
2085,Fruta,2022-04-08,9.3806,70.9484,50.4183,45.4771,KO
5660,Fruta,2022-08-29,6.71,63.1501,55.5878,16.047,OK
2402,Legumbre,2022-07-04,5.44,73.6735,38.3089,23.2976,OK
5801,Vegetal,2022-11-29,5.9347,67.9137,82.2733,12.1972,OK
2598,Fruta,2021-05-30,9.3733,74.7134,40.9952,31.4022,KO
1304,Vegetal,2022-06-14,9.3064,84.0558,68.6079,23.7241,KO
1932,Legumbre,2021-10-21,5.5836,63.8648,32.6798,13.408,OK
4337,Legumbre,2022-11-21,3.852,61.1432,78.3323,10.1166,OK
1923,Legumbre,2021-05-03,4.5671,73.0106,78.6647,12.6835,OK
2896,Cereal,2022-10-14,9.6717,84.0879,83.4581,33.218,KO
5388,Fruta,2021-04-11,7.0017,64.9743,68.9436,18.0305,OK
3357,Vegetal,2022-06-13,4.0928,55.1253,76.9007,19.3593,KO
3296,Legumbre,2021-03-12,3.3862,62.9288,31.9152,6.97,OK
394,Legumbre,2022-09-21,,,43.6039,36.3384,OK
5029,Vegetal,2021-10-24,2.9416,57.001,48.5034,10.3368,KO
4497,Cereal,2021-03-19,2.0969,51.6842,39.4016,4.8899,KO
706,Fruta,2022-09-20,0.9243,48.6006,74.8916,4.2125,KO
5466,Legumbre,2022-07-12,9.3519,70.2016,64.2354,30.0523,KO
3644,Legumbre,2021-11-10,5.4656,70.266,66.6017,12.021,OK
4696,Cereal,2022-08-19,2.7876,56.6822,84.5716,11.9144,KO
1537,Fruta,2022-11-19,5.0664,67.5331,49.7572,22.4303,OK
2665,Vegetal,2022-11-13,9.7941,84.7631,74.296,39.8622,KO
616,Cereal,2021-05-05,3.9438,70.4867,36.5704,9.2574,OK
4466,Legumbre,2022-04-08,0.9142,52.0359,46.1619,2.4747,KO
680,Vegetal,2022-01-10,4.192,64.8461,87.7532,10.4668,OK
4878,Fruta,2022-03-03,6.7885,69.1526,47.5213,25.0337,OK
5739,Legumbre,2021-07-10,1.1168,54.82,52.9354,4.4542,KO
3096,Legumbre,2022-09-08,8.2986,71.8482,78.613,24.5873,KO
2248,Cereal,2022-08-17,5.845,62.911,63.4399,25.0354,OK
5055,Fruta,2021-04-02,0.5742,59.7471,81.8124,1.6014,KO
4564,Fruta,2022-01-15,8.7508,78.0205,34.9947,42.6641,KO
2704,Fruta,2022-01-01,4.4069,60.9375,34.2171,12.156,OK
2952,Cereal,2021-09-03,2.1856,59.0993,39.0177,9.353,KO
443,Fruta,2021-11-19,0.9395,48.515,75.5716,3.339,KO
2003,Vegetal,2022-06-02,1.6975,60.023,46.6511,4.9767,KO
1402,Cereal,2021-01-21,5.2223,70.5086,58.0918,13.022,OK
4419,Cereal,2021-07-17,,,89.9796,14.2987,OK
2452,Legumbre,2021-06-06,5.3573,67.715,44.8403,14.7252,OK
226,Vegetal,2022-09-18,5.7659,55.1106,68.8427,21.59,KO
535,Cereal,2021-08-10,3.7449,61.5449,49.3937,12.7012,OK
2832,Vegetal,2022-08-19,5.2941,67.2103,47.7716,19.7262,OK
3249,Fruta,2022-12-07,9.4779,77.9638,71.2676,23.2653,KO
4710,Vegetal,2021-02-07,1.468,49.6738,48.3808,5.8934,KO
1642,Fruta,2022-06-12,3.34,58.8387,74.1724,11.8224,KO
2133,Vegetal,2022-06-15,9.1107,72.2492,37.2129,37.74,KO
2809,Fruta,2022-05-29,4.0009,64.9433,69.307,14.0441,OK
1074,Cereal,2021-09-03,,,79.6576,6.2354,OK
1413,Fruta,2021-01-30,4.5236,71.6748,85.799,20.6165,OK
2866,Cereal,2021-12-23,4.8013,67.8023,67.6032,20.9669,OK
5927,Legumbre,2021-03-24,2.1221,66.5304,40.208,10.3527,OK
3065,Vegetal,2022-11-24,9.299,78.3696,52.4438,26.6591,KO
1504,Cereal,2022-08-19,7.9519,70.3413,69.7492,18.1334,OK
5415,Vegetal,2022-06-19,7.2082,68.2678,55.6663,29.1801,OK
3961,Fruta,2021-04-16,1.1828,53.4022,60.7196,2.9667,KO
214,Cereal,2022-11-25,5.4033,66.5874,72.6676,22.2497,OK
1032,Legumbre,2021-07-03,3.4761,61.4964,69.9718,15.2724,OK
4899,Vegetal,2022-10-11,9.0495,73.3977,58.9116,38.9049,KO
3435,Legumbre,2021-06-16,6.9837,64.3888,38.6965,30.7122,OK
2146,Legumbre,2021-12-11,2.886,61.5887,48.1775,12.6111,OK
1517,Cereal,2021-08-25,1.1067,60.3078,57.1208,4.9867,KO
4656,Fruta,2022-12-17,,,89.3783,18.2452,OK
1638,Fruta,2022-07-20,3.2782,59.7405,84.9458,15.7657,KO
5142,Cereal,2021-12-22,3.825,61.3351,47.5487,12.0714,OK
2045,Legumbre,2022-11-23,1.822,57.0181,51.5355,4.0807,KO
4793,Legumbre,2022-02-19,8.4585,71.588,70.2986,17.1802,KO
2655,Cereal,2022-08-06,8.4658,76.9799,58.1924,25.1993,KO
3495,Cereal,2022-07-17,8.2055,80.2868,59.0197,39.3287,KO
5629,Legumbre,2021-06-07,8.0351,78.0648,62.3324,37.0348,KO
4333,Cereal,2022-10-11,1.6343,54.0568,37.8365,6.8883,KO
1528,Fruta,2022-08-24,6.8243,67.6318,84.8949,26.5083,OK
5035,Legumbre,2022-09-07,1.1418,57.2508,49.6618,3.7057,KO
1715,Vegetal,2021-11-20,0.6855,53.9667,33.6893,3.0847,KO
5375,Vegetal,2022-06-04,,,73.9546,12.5422,OK
1708,Vegetal,2022-03-19,7.0301,73.1863,71.2177,32.0751,OK
407,Vegetal,2022-05-14,8.5526,70.3365,39.1581,27.8842,KO
5286,Cereal,2021-12-22,0.7407,48.8269,83.2517,1.8999,KO
4276,Cereal,2021-01-31,2.6183,50.9844,61.2763,6.7185,KO
579,Vegetal,2022-11-19,7.6212,78.5392,57.1804,22.2298,OK
4915,Cereal,2021-04-14,9.008,77.3927,89.4339,43.1749,KO
5429,Legumbre,2022-06-06,6.1933,69.2049,55.4137,23.6243,OK
368,Vegetal,2021-07-24,8.4063,70.2538,50.158,29.5018,KO
2993,Vegetal,2021-08-01,5.4402,61.3188,58.3435,20.8539,OK
537,Legumbre,2021-05-09,5.8567,63.8033,37.7311,28.0792,OK
148,Cereal,2021-02-23,6.3859,75.6589,36.2923,23.7905,OK
4743,Legumbre,2021-06-26,2.285,59.2023,52.9678,4.9257,KO
3543,Fruta,2021-12-14,0.9225,49.6486,46.3339,3.3656,KO
4840,Cereal,2022-10-29,2.484,55.6704,48.2408,10.2071,KO
2001,Cereal,2021-09-06,4.4254,72.4483,70.5758,9.7009,OK
2427,Cereal,2021-05-10,8.1282,78.2923,75.6882,21.8109,KO
651,Cereal,2021-06-04,1.6244,54.2508,52.5159,7.3835,KO
194,Cereal,2022-10-01,6.0982,56.1073,36.1482,12.3745,KO
1944,Vegetal,2022-07-11,0.7979,63.5472,43.1074,3.3318,KO
939,Vegetal,2022-01-19,7.064,60.9246,33.0499,19.4271,OK
167,Legumbre,2022-05-08,1.9644,54.4666,69.8636,6.1243,KO
543,Cereal,2022-03-13,1.768,61.4991,32.6405,7.0621,KO
3588,Legumbre,2022-02-20,2.7065,60.2165,43.9035,9.74,OK
4745,Vegetal,2021-01-11,7.638,67.621,33.1614,27.1926,OK
3804,Vegetal,2021-02-27,5.3067,65.8144,83.6621,22.5447,OK
5001,Cereal,2021-12-10,9.71,77.664,80.9865,24.2622,KO
628,Vegetal,2022-07-27,2.2501,52.7516,87.3288,5.7545,KO
2592,Vegetal,2021-01-10,7.7485,78.5935,50.6914,15.6824,OK
4536,Cereal,2022-02-11,8.1499,78.0325,63.7439,38.1468,KO
1102,Vegetal,2021-07-11,5.0545,63.1814,55.6097,23.4552,OK
4149,Vegetal,2021-03-11,8.5035,74.8251,57.3064,34.766,KO
4400,Cereal,2021-01-16,2.9477,56.7883,85.5822,11.2331,KO
586,Cereal,2022-07-27,3.2895,52.2498,49.3951,10.1064,KO
2766,Legumbre,2022-11-27,3.9431,71.0735,81.5046,9.7116,OK
372,Legumbre,2021-11-13,9.5383,84.1265,54.1274,37.2794,KO
5979,Vegetal,2022-02-13,5.7579,68.2399,72.1134,26.8787,OK
3618,Vegetal,2022-04-23,1.9811,58.9773,57.0261,4.0153,KO
1553,Cereal,2022-06-08,2.3709,58.8731,78.5499,9.9881,KO
5249,Legumbre,2021-06-12,0.904,46.8246,56.004,4.4135,KO
1272,Vegetal,2022-09-10,0.7142,47.5251,46.3014,3.3329,KO
5161,Vegetal,2021-09-10,7.9411,73.0679,34.4444,35.6085,OK
4386,Cereal,2022-06-30,5.3457,70.4046,61.6638,24.3123,OK
3175,Cereal,2021-06-19,1.7465,51.9069,34.2991,6.9845,KO
5154,Fruta,2022-08-23,5.6971,71.6366,45.8545,18.7023,OK
2661,Vegetal,2021-04-07,4.3031,62.3545,80.3945,17.499,OK
2211,Fruta,2022-04-30,1.3252,59.0756,53.9064,2.9269,KO
3186,Vegetal,2022-07-15,,,75.0893,2.1892,OK
2768,Cereal,2021-02-18,6.1973,66.1879,85.9745,20.0417,OK
904,Cereal,2021-11-11,4.1685,62.6548,80.5014,11.4065,OK
4422,Cereal,2021-08-25,8.2817,75.4924,50.5411,37.222,KO
1635,Fruta,2022-12-25,7.9096,70.6349,42.2057,18.1536,OK
556,Legumbre,2021-03-11,5.8678,66.4473,50.612,28.6984,OK
3603,Fruta,2021-08-02,5.494,61.0901,41.7716,23.5127,OK
5366,Fruta,2022-08-05,6.8352,69.4912,31.3079,20.1853,OK
5807,Fruta,2021-09-27,8.8299,75.6494,32.1962,25.5254,KO
3527,Vegetal,2022-04-24,2.0726,53.898,52.4032,8.6845,KO
2479,Vegetal,2022-08-22,6.0782,76.4343,51.4133,28.43,OK
5402,Legumbre,2022-01-15,4.9436,63.0189,84.9024,11.2447,OK
1650,Vegetal,2021-05-09,6.6998,74.7333,56.8001,26.3175,OK
3416,Cereal,2022-08-07,8.1096,73.299,79.8471,17.1952,KO
284,Cereal,2021-11-10,1.2701,59.4532,31.1993,2.6763,KO
4102,Vegetal,2021-01-26,1.6058,57.1983,50.9424,6.8291,KO
1445,Cereal,2022-08-03,5.7582,73.1394,74.994,23.8102,OK
5814,Legumbre,2022-02-22,4.44,64.384,64.1343,20.875,OK
2017,Fruta,2022-08-11,3.5224,62.2441,58.3358,17.1456,OK
3403,Legumbre,2021-04-19,9.514,72.9424,76.6061,23.5114,KO
676,Fruta,2022-03-10,8.777,70.9474,40.0028,37.5232,KO
5599,Legumbre,2022-01-16,4.1262,65.9555,53.1351,18.9618,OK
3348,Cereal,2021-11-11,6.4198,69.5883,65.8441,27.7121,OK
2849,Fruta,2021-12-22,0.7417,53.2402,58.4711,2.242,KO
1378,Fruta,2021-03-04,3.6236,62.6028,37.5785,14.3528,OK
1350,Fruta,2021-11-27,1.5974,58.6875,85.0944,3.9167,KO
4593,Vegetal,2021-10-09,6.8669,72.2507,75.47,15.5203,OK
843,Fruta,2021-11-06,9.4505,82.5772,53.4249,45.2186,KO
1969,Fruta,2021-01-12,3.8108,60.0528,35.3546,15.7923,OK
71,Vegetal,2022-04-13,9.0086,79.3503,81.0062,39.4874,KO
4563,Fruta,2022-10-30,8.2575,75.9348,31.8138,38.7652,KO
1664,Cereal,2021-07-31,7.9472,72.9294,69.5291,27.5504,OK
47,Legumbre,2022-02-07,1.032,50.5097,30.0962,2.5364,KO
1164,Vegetal,2022-11-18,0.5983,51.2838,88.5098,2.1513,KO
4494,Legumbre,2022-12-04,8.7153,76.3552,62.7483,34.734,KO
2874,Legumbre,2022-01-13,,,86.7609,3.7376,OK
2932,Cereal,2021-07-31,2.4073,62.3426,35.7991,8.081,OK
785,Vegetal,2021-07-11,3.4424,66.4855,45.867,16.7856,OK
4798,Vegetal,2021-08-11,9.8702,82.2557,89.3388,41.3531,KO
423,Vegetal,2022-01-19,1.3766,49.8821,88.9314,5.0255,KO
925,Fruta,2022-08-29,0.7739,48.1587,40.6628,1.8718,KO
926,Cereal,2022-10-23,3.7123,61.5841,89.8895,8.6502,OK
1695,Fruta,2022-10-28,,,63.7485,7.5079,OK
817,Fruta,2022-10-22,3.3546,63.2596,88.9352,16.4091,OK
4614,Fruta,2021-09-07,4.6236,53.1539,64.5448,21.7045,KO
865,Legumbre,2021-03-13,9.4115,77.161,78.6178,33.545,KO
3605,Vegetal,2021-12-01,6.1544,66.9916,46.1116,21.9156,OK
5911,Cereal,2021-03-27,0.8046,59.7001,83.2105,2.2313,KO
2121,Legumbre,2021-10-24,2.8738,53.9929,59.2773,9.0092,KO
3067,Fruta,2021-06-27,,,81.865,31.297,OK
2084,Vegetal,2022-10-20,,,64.8258,18.4589,OK
2407,Vegetal,2022-01-21,8.3644,80.7287,53.99,38.9473,KO
1459,Vegetal,2021-07-06,4.2506,66.8356,57.0208,20.2216,OK
1717,Legumbre,2022-10-14,1.869,51.3685,37.8344,3.9166,KO
3968,Legumbre,2022-03-09,,,60.4437,13.1052,OK
3928,Cereal,2021-10-12,6.6138,67.7934,65.82,30.871,OK
1379,Vegetal,2021-09-10,6.7636,75.96,52.298,14.3249,OK
5278,Legumbre,2022-01-28,4.5928,63.1192,33.8212,19.5651,OK
989,Vegetal,2021-04-14,3.6808,67.5651,67.6493,7.4165,OK
4025,Vegetal,2022-11-28,7.1172,75.4294,80.0729,31.0931,OK
2078,Cereal,2021-03-05,,,35.804,14.4819,OK
269,Cereal,2022-06-19,8.4136,79.1169,76.6391,21.5784,KO
1484,Fruta,2022-09-10,,,66.9506,40.1277,OK
5448,Fruta,2022-04-03,,,49.6416,4.2916,OK
189,Cereal,2021-10-31,0.73,50.8037,69.5886,2.1142,KO
285,Vegetal,2021-04-07,7.3063,78.7197,33.3435,20.742,OK
5916,Fruta,2022-11-29,7.4228,75.6346,33.2757,21.4919,OK
4440,Legumbre,2022-05-17,8.4419,73.1141,39.7049,32.992,KO
3606,Cereal,2022-01-04,6.7499,64.5204,84.7705,28.5802,OK
4104,Vegetal,2022-12-03,,,81.2163,14.9731,OK
760,Cereal,2022-10-12,2.8186,58.7371,67.4725,13.9253,KO
2062,Vegetal,2022-06-12,7.8365,67.3853,35.951,18.5266,OK
3949,Fruta,2021-08-17,0.6352,51.2089,44.6844,2.7683,KO
5542,Vegetal,2022-07-04,0.7831,42.7332,47.3956,2.8753,KO
2158,Cereal,2022-06-30,6.066,59.9697,34.9819,15.6777,KO
55,Cereal,2022-07-23,6.47,79.1214,46.9035,23.7612,OK
5223,Fruta,2021-03-29,9.389,84.3266,81.4095,42.0604,KO
5253,Fruta,2022-07-20,4.9452,66.4951,79.5277,18.3417,OK
5148,Cereal,2021-09-06,1.6409,56.8137,72.4638,7.3094,KO
2279,Fruta,2022-08-15,1.2395,45.0294,37.2159,4.8438,KO
2555,Fruta,2021-10-05,5.9645,63.857,83.3777,21.6287,OK
3125,Fruta,2021-03-12,7.9722,73.0859,58.8551,22.0399,OK
5508,Cereal,2022-03-02,5.0251,68.0057,68.7626,15.1683,OK
4978,Cereal,2022-09-20,4.2236,57.1717,72.5479,14.3905,KO
1780,Legumbre,2022-12-23,4.039,69.1525,79.1325,9.1918,OK
1611,Fruta,2022-09-08,6.8328,71.0278,70.8532,17.0426,OK
2012,Fruta,2021-04-28,5.7712,72.8252,72.0743,24.0848,OK
376,Legumbre,2021-01-17,4.4149,63.1536,41.1182,16.6777,OK
4040,Cereal,2022-10-04,6.8741,67.6402,59.2037,26.7007,OK
1583,Fruta,2022-10-25,3.5355,57.5346,40.2968,9.0798,KO
2245,Legumbre,2022-12-08,9.7356,83.5684,61.2125,35.8629,KO
5478,Legumbre,2021-06-03,1.9313,67.1983,59.6349,3.8693,KO
1663,Legumbre,2021-07-23,8.4379,85.6695,86.6477,17.8549,KO
4161,Cereal,2022-10-15,0.8532,58.626,31.1399,3.2694,KO
3672,Vegetal,2021-04-07,7.4061,67.5336,84.0906,34.7142,OK
3168,Fruta,2021-03-10,3.7887,58.2794,81.3059,15.0174,KO
848,Vegetal,2021-07-06,3.0782,72.3417,72.6292,14.4434,OK
3340,Fruta,2021-11-18,6.1252,65.5398,49.2261,23.5949,OK
846,Fruta,2021-03-13,7.5692,75.4428,82.1995,30.8991,OK
4779,Fruta,2021-08-20,7.1051,68.13,40.9416,16.6505,OK
4649,Fruta,2022-01-29,9.714,75.0451,42.0667,44.9023,KO
4235,Vegetal,2022-05-17,9.6481,77.5038,41.8012,30.1134,KO
484,Vegetal,2022-12-05,5.7775,66.0946,40.7596,23.0279,OK
236,Legumbre,2021-05-19,8.508,67.4136,72.5841,30.416,KO
3624,Legumbre,2022-11-19,1.5142,58.5348,50.4528,7.4386,KO
3705,Cereal,2021-07-07,5.2002,72.4654,64.0045,20.7935,OK
3453,Legumbre,2021-01-01,3.5267,60.2239,57.0798,7.2033,OK
5444,Cereal,2022-01-22,2.0045,51.6098,36.3762,9.9808,KO
2433,Vegetal,2021-11-21,7.0396,74.4008,50.6173,33.764,OK
1125,Vegetal,2022-03-25,7.261,73.3046,60.8003,22.3725,OK
2639,Vegetal,2022-10-25,,,83.9242,12.0463,OK
4791,Fruta,2021-05-10,,,68.8324,3.1601,OK
5041,Vegetal,2021-11-20,0.8719,51.9483,76.6838,4.1456,KO
1357,Legumbre,2021-12-30,5.8486,70.497,57.7514,16.7924,OK
2224,Fruta,2021-05-10,4.0648,67.2022,34.7111,9.3551,OK
2484,Legumbre,2022-03-16,9.1872,77.6455,80.8373,22.9227,KO
823,Vegetal,2022-03-04,3.6964,56.7868,77.4994,14.3745,KO
557,Legumbre,2022-02-09,6.862,67.0628,88.2292,33.944,OK
1283,Fruta,2021-04-16,1.5489,48.7796,69.5157,4.3342,KO
3723,Legumbre,2021-08-18,6.946,66.064,60.1254,30.0249,OK
4471,Vegetal,2021-05-10,0.7706,41.3969,67.2716,3.4422,KO
824,Cereal,2021-02-07,6.097,72.4219,41.1143,21.7857,OK
5868,Vegetal,2021-12-01,1.3323,57.0595,85.5814,2.8791,KO
2851,Legumbre,2021-01-18,8.9811,72.0483,49.5397,26.5954,KO
4179,Vegetal,2022-12-05,7.2261,70.9695,40.312,25.7115,OK
3262,Legumbre,2022-02-09,4.8792,65.6697,42.4745,21.7277,OK
5182,Fruta,2022-12-14,,,85.7856,26.9274,OK
4534,Fruta,2021-08-25,7.1394,78.9767,75.4109,25.878,OK
4640,Legumbre,2022-09-08,2.9807,69.7744,54.4101,9.6896,OK
4166,Cereal,2022-11-26,9.4023,73.2061,30.7177,29.2672,KO
5205,Legumbre,2022-09-09,5.635,63.6912,85.4017,18.4534,OK
1845,Vegetal,2022-08-22,4.462,61.5564,45.4686,16.1908,OK
1252,Vegetal,2022-04-03,9.0165,79.8663,78.0632,21.9695,KO
211,Cereal,2022-09-11,1.3504,44.7966,38.4825,5.6881,KO
1532,Vegetal,2021-03-14,1.9531,63.2363,72.0764,7.5932,KO
1616,Cereal,2021-12-21,3.2958,62.1412,88.4812,15.917,OK
3776,Legumbre,2022-02-11,0.5253,53.0237,73.8068,2.3136,KO
4252,Vegetal,2022-05-21,3.0393,57.8724,65.6003,7.7154,KO
140,Fruta,2021-08-25,9.6254,81.2724,77.3415,36.4566,KO
4283,Vegetal,2021-01-02,2.999,59.9185,39.0671,12.9332,KO
4065,Cereal,2022-02-12,2.8835,61.8597,51.1442,7.8756,OK
2417,Vegetal,2021-01-22,7.2105,69.1817,61.1504,17.0173,OK
2499,Cereal,2021-09-05,1.5878,57.4975,57.716,7.6452,KO
2326,Fruta,2022-12-09,3.952,61.1506,68.4791,10.4615,OK
3371,Vegetal,2022-12-29,2.8897,60.1133,32.8784,13.1404,OK
5626,Fruta,2021-12-18,,,31.5127,40.4663,OK
1054,Cereal,2021-04-23,2.4403,47.8008,30.8388,7.3016,KO
3655,Vegetal,2022-07-19,4.7683,70.2122,33.149,19.3589,OK
2620,Cereal,2021-08-07,3.1095,55.6844,36.6715,11.3399,KO
5706,Vegetal,2021-11-17,3.1929,58.2334,50.9269,10.3607,KO
4232,Fruta,2021-10-31,3.6347,62.8643,35.1616,16.9944,OK
4968,Cereal,2022-11-14,0.513,49.3546,76.106,1.6184,KO
2015,Vegetal,2022-01-05,6.4981,64.3291,44.6496,20.2189,OK
4811,Fruta,2022-09-13,1.5953,50.2115,89.1333,5.6975,KO
5795,Legumbre,2021-05-24,9.2453,78.9372,66.263,38.0706,KO
594,Legumbre,2021-09-10,6.234,64.3856,42.4103,23.3707,OK
2883,Fruta,2022-06-13,3.8061,62.4497,39.7174,18.9958,OK
880,Fruta,2021-05-07,,,49.1623,33.6278,OK
3636,Legumbre,2022-11-12,8.0682,74.151,36.4291,36.0116,KO
1033,Fruta,2022-08-11,,,65.2631,20.64,OK
345,Cereal,2021-05-07,7.6099,78.5599,74.2153,30.1652,OK
842,Legumbre,2022-08-30,4.8409,65.0939,74.7258,11.076,OK
5396,Cereal,2021-07-07,5.2045,71.4341,34.0388,22.7059,OK
2474,Legumbre,2021-08-16,6.6706,68.3451,55.2173,17.0924,OK
5181,Legumbre,2022-10-26,0.6399,62.6141,33.6962,2.7785,KO
4148,Cereal,2021-07-05,4.6603,62.8292,62.9449,20.4696,OK
3253,Fruta,2021-10-24,3.1986,61.2162,35.3533,12.8636,OK
1864,Vegetal,2021-09-03,7.5474,77.3377,46.4,32.3224,OK
4021,Legumbre,2021-07-23,,,49.8388,10.1114,OK
3394,Legumbre,2022-02-23,6.5764,67.8934,51.2396,17.8964,OK
5070,Legumbre,2022-08-21,6.6595,68.6174,53.5036,21.7762,OK
3720,Vegetal,2021-08-06,6.6086,78.5514,30.7777,26.2995,OK
3774,Legumbre,2022-07-03,2.0082,52.8179,39.8615,9.5725,KO
3179,Cereal,2021-10-21,2.8085,57.3167,83.8797,8.8153,KO
3789,Vegetal,2021-09-06,5.928,51.7851,56.1708,19.7477,KO
4615,Fruta,2022-08-18,5.8055,66.9981,71.8745,21.8177,OK
4976,Vegetal,2022-11-07,2.2439,57.2157,78.9848,5.8869,KO
3448,Cereal,2021-11-07,4.9677,58.4579,51.3544,16.0747,KO
5049,Vegetal,2021-06-02,6.3589,72.3663,48.3364,24.6549,OK
5164,Cereal,2021-07-12,,,51.1716,12.034,OK
3208,Cereal,2022-02-24,5.8945,76.1724,82.8405,13.1083,OK
3099,Vegetal,2022-02-13,1.9664,66.7912,64.0362,6.5143,KO
1810,Vegetal,2022-01-12,1.6244,113.5065,42.4609,4.5734,KO
4039,Legumbre,2022-01-28,5.6661,68.2006,64.8914,17.6636,OK
2910,Cereal,2021-05-01,6.5165,69.9552,60.9225,20.5572,OK
3356,Cereal,2021-01-19,1.194,65.2559,32.8902,5.4152,KO
1190,Legumbre,2021-08-05,4.9685,73.2631,46.7282,20.6569,OK
2235,Fruta,2021-07-02,9.9952,77.4638,42.7318,23.6027,KO
5150,Fruta,2021-11-17,0.9919,46.8441,87.7791,2.6102,KO
4170,Vegetal,2021-02-21,1.8211,60.1747,79.7449,8.4656,KO
5094,Vegetal,2021-12-06,8.9478,76.4051,49.4233,25.4806,KO
1359,Legumbre,2022-03-07,3.2379,59.8296,31.4394,9.8373,KO
1490,Fruta,2022-02-14,6.2589,72.009,35.5233,31.231,OK
3639,Vegetal,2021-04-02,4.283,73.1028,55.2741,8.8486,OK
1565,Cereal,2021-11-28,2.8648,61.1441,30.8774,9.3266,OK
3859,Legumbre,2021-10-26,2.8993,68.0131,55.1088,10.4859,OK
5499,Legumbre,2021-03-16,4.2066,67.1909,60.9116,21.0025,OK
3531,Legumbre,2021-10-23,5.7519,59.1611,68.1242,21.0604,KO
4385,Cereal,2022-09-05,7.5287,68.7813,70.0886,33.9622,OK
5117,Legumbre,2022-01-19,0.6177,51.8453,74.3342,2.2516,KO
2519,Vegetal,2021-05-08,1.199,52.6939,43.8662,2.7124,KO
126,Legumbre,2022-09-02,8.2274,81.3893,30.8988,41.0597,KO
365,Cereal,2021-05-21,3.2804,60.0911,53.2194,9.3937,OK
118,Vegetal,2022-08-18,6.2649,71.1971,82.2778,13.1971,OK
5453,Cereal,2021-12-16,0.953,51.7552,78.3072,4.7597,KO
5082,Fruta,2022-08-24,2.5519,59.0225,82.6574,5.2948,KO
4973,Legumbre,2021-05-18,3.8018,67.0498,48.3236,16.9594,OK
5199,Vegetal,2022-02-26,0.5353,44.1805,70.2212,1.6085,KO
630,Cereal,2021-10-03,4.2276,49.9679,84.7931,19.7059,KO
2576,Vegetal,2021-09-30,5.5673,64.6161,56.3937,25.1623,OK
5156,Cereal,2021-05-05,5.2187,65.4823,34.3595,25.6186,OK
5840,Vegetal,2022-10-26,4.8327,71.5334,68.4405,15.4741,OK
4685,Vegetal,2022-07-23,1.6293,61.953,60.0261,7.7014,KO
1686,Fruta,2021-03-18,3.884,62.4782,43.6522,14.4476,OK
2013,Vegetal,2022-01-02,8.0638,79.119,85.9153,35.3147,KO
1989,Cereal,2022-03-17,3.4529,57.4251,38.4903,14.8188,KO
1519,Legumbre,2021-07-04,2.9558,53.8252,81.354,10.9027,KO
5803,Vegetal,2022-02-04,8.0019,64.4154,51.8037,36.4756,KO
1513,Fruta,2021-10-30,7.3136,75.2788,60.9008,22.9379,OK
3178,Fruta,2022-03-22,1.0037,49.5163,73.5795,2.1559,KO
4583,Fruta,2022-04-20,9.7653,73.9571,39.8294,43.4039,KO
5246,Cereal,2021-11-17,1.974,62.1412,52.7125,4.0602,KO
976,Vegetal,2022-09-06,9.1424,76.7603,31.5694,39.0777,KO
5475,Vegetal,2021-10-03,8.7014,113.5065,75.8655,28.0702,KO
3750,Vegetal,2022-09-01,9.826,78.4822,87.41,36.7827,KO
4481,Fruta,2022-12-07,1.263,58.1843,74.0884,2.6607,KO
4258,Vegetal,2022-12-27,2.6902,61.9585,71.7234,9.6704,OK
