Identificador,TipoComponente,FechaProduccion,Presion,Temperatura,Desempeno,Peso,Target
6548,Fuselaje,2021-11-01,4.3668,133.2154,67.9963,898.9905,OK
599,Nuevo_2,2020-10-05,4.6267,68.5605,80.2218,274.3214,Nuevo_3
1155,Alas,2020-01-07,3.5546,38.2934,49.8645,542.3659,Nuevo_4
4852,Avionica,2022-03-06,1.8675,119.1561,51.3875,188.5637,OK
256,Nuevo_1,2020-04-06,4.667,3.0503,85.7164,684.8672,Nuevo_1
1721,Motor,2020-09-03,4.5825,,68.6179,798.8219,Nuevo_2
2494,Motor,2022-04-27,2.0983,98.0986,29.4217,451.8137,KO
6772,Fuselaje,2021-09-08,1.562,58.9242,59.1283,528.738,KO
5185,Alas,2022-03-01,3.1394,-11.8585,60.4267,409.3896,OK
2873,Fuselaje,2020-05-20,4.8349,24.0725,87.5217,333.9912,OK
3703,Alas,2022-08-29,3.0573,77.2173,54.6521,802.6161,KO
1335,Motor,2020-02-15,3.4284,25.1481,61.7486,688.6651,KO
3152,Alas,Nuevo_5,3.4786,95.9245,65.1224,114.5479,KO
475,Avionica,2019-04-30,4.666,-30.5054,77.5458,158.484,KO
2840,Motor,2019-03-16,3.7419,51.1265,58.686,203.8975,Nuevo_2
1480,Nuevo_1,2021-07-27,2.8277,,71.2925,743.1742,OK
2709,Motor,2019-03-06,4.6631,84.7654,78.259,899.6514,OK
3946,Nuevo_1,2020-02-05,4.8394,-46.2918,72.3309,550.4291,KO
4743,Alas,2021-09-28,2.1984,-39.0161,50.1384,172.2633,KO
5341,Motor,2021-05-20,1.8051,102.8732,62.0226,739.731,KO
3228,Nuevo_5,2019-07-13,4.3893,75.9261,62.3016,507.0641,KO
3655,Avionica,2020-03-20,2.8295,30.3806,59.7473,193.4192,Nuevo_1
518,Nuevo_5,2019-02-21,4.4867,5.453,76.3203,186.4254,Nuevo_4
6007,Motor,2020-02-09,4.119,94.6695,,566.3299,Nuevo_3
1149,Fuselaje,2019-01-29,4.8038,61.0888,78.3288,343.2424,KO
5710,Avionica,2018-05-19,2.6487,-46.333,62.8518,410.3917,Nuevo_3
2529,Alas,2022-01-16,3.3616,41.3534,77.2378,114.0006,KO
1995,,2018-12-19,2.6957,102.6695,63.1788,564.1383,OK
1333,Alas,2018-01-06,4.3811,-22.0015,105.9568,526.3892,Nuevo_4
6711,,2021-10-29,1.8826,131.3025,67.8396,567.92,Nuevo_5
1407,Avionica,2018-04-16,2.1526,130.4646,59.8218,117.1579,KO
1369,Alas,2018-02-02,3.1403,-31.3374,59.3863,925.4583,KO
2203,Motor,2022-10-15,3.0422,18.3314,73.4486,730.2389,OK
5938,Alas,2019-05-23,2.4072,13.5738,40.822,460.3097,OK
3840,Fuselaje,2019-10-27,1.4903,-35.171,27.8324,242.8241,OK
3167,Avionica,2021-07-02,4.4116,122.5219,68.7378,258.9094,OK
6439,Motor,2021-07-19,1.0709,69.7532,37.861,959.4212,Nuevo_3
5558,Alas,2019-09-27,2.2931,-42.2684,63.0712,615.0457,KO
3221,Motor,2020-02-12,2.9125,40.779,63.1459,633.6272,Nuevo_4
4342,Nuevo_1,2020-02-27,1.1541,51.7216,40.1105,125.353,OK
3459,Motor,2020-10-03,3.982,7.5741,80.8304,470.0394,Nuevo_4
3989,Avionica,2022-07-11,4.2096,90.5224,,710.2158,Nuevo_2
4690,Fuselaje,2021-08-30,1.8819,-44.1796,53.3354,647.341,KO
3521,Fuselaje,2018-11-16,2.2745,-19.3133,167.283,829.6043,OK
6985,Avionica,2021-03-11,1.0048,-43.1434,31.6412,551.0323,KO
3094,Avionica,2021-02-09,2.0499,83.4052,41.8242,805.1286,Nuevo_4
5058,Fuselaje,2022-06-16,4.6407,-30.7129,77.261,337.376,KO
6667,Fuselaje,2020-08-29,4.1908,15.1372,69.3534,197.319,Nuevo_1
7073,Avionica,2018-02-14,3.4159,26.5213,50.8747,363.5657,OK
174,Alas,2019-12-26,4.6977,,76.4682,179.451,KO
6039,Avionica,2022-09-05,3.4983,-46.2633,63.5215,906.1326,Nuevo_1
5671,Motor,2022-03-08,4.6591,,68.7039,239.6003,Nuevo_1
6517,Nuevo_1,2019-07-02,1.3429,,41.5124,467.878,KO
2590,Avionica,2018-01-20,4.373,,73.4737,179.2212,Nuevo_2
690,Motor,2020-09-17,3.0673,-6.4268,57.0804,114.289,OK
773,Avionica,2021-02-18,2.9591,120.2308,57.7602,263.4374,OK
5334,Avionica,2021-11-16,2.7653,133.8863,52.4751,559.1668,OK
2630,Motor,2020-10-11,2.0066,35.5967,32.0339,249.4946,OK
5138,Fuselaje,2018-10-20,3.6544,85.5708,75.1107,661.2509,OK
4299,Fuselaje,2022-06-04,2.2631,126.0747,59.8694,894.2418,KO
4183,Motor,2019-03-01,3.1328,-47.9716,71.8736,123.0244,Nuevo_2
4210,Fuselaje,2020-05-16,3.3189,24.8277,57.4801,857.6146,KO
444,Motor,2020-12-12,,,84.8524,338.073,OK
4317,Alas,2022-02-23,4.5414,,65.9901,797.6269,Nuevo_2
2847,Motor,2019-11-10,3.5125,,77.3789,385.9824,Nuevo_2
28,Avionica,2021-10-23,4.4105,83.4431,77.2125,204.8339,Nuevo_5
3430,Alas,2022-08-10,4.6925,71.9634,100.2886,472.8224,KO
893,,2019-12-31,2.3604,14.704138642684585,62.4434,991.1776,KO
7335,Alas,2020-11-03,3.7102,94.4419,66.3499,277.1992,OK
2209,Alas,2022-11-20,2.3248,133.1107,57.734,659.2844,Nuevo_2
2458,Avionica,2022-03-06,,,64.5851,114.1666,KO
2004,Avionica,2018-12-27,1.0739,57.6721,37.4582,690.6032,KO
524,Avionica,2021-05-16,4.2063,108.2315,59.7017,506.6054,OK
6860,Avionica,2021-11-11,4.642,144.9461,74.8858,498.4293,Nuevo_1
2543,,2020-08-26,4.1893,66.3481,65.9235,978.6346,Nuevo_4
1036,Alas,2022-05-25,2.6266,79.162,,483.5295,Nuevo_2
3443,Fuselaje,2022-05-01,2.5693,149.6678,73.363,279.9876,OK
4710,Avionica,2020-02-21,1.0058,93.6508,49.9266,340.503,KO
1591,Avionica,2022-04-18,3.8221,-12.0964,53.2509,637.8692,Nuevo_2
349,Motor,2019-03-05,3.9082,89.4869,59.8057,700.7346,KO
2216,Motor,2022-01-19,3.2866,68.8732,50.6701,913.4178,KO
1327,Fuselaje,2022-04-21,2.1209,90.1897,37.829,852.3783,OK
5644,Nuevo_2,2022-07-22,,,26.9915,157.054,OK
5738,Avionica,2021-10-14,3.523,,56.9354,934.2846,OK
5883,Alas,2021-12-01,2.6862,124.9902,43.4684,188.9376,Nuevo_1
4990,Nuevo_5,2019-10-17,3.1126,-49.2551,54.5805,587.5741,Nuevo_5
2744,Avionica,2018-06-16,3.342,61.9417,,481.2673,OK
596,Avionica,2021-02-25,3.0796,34.4891,59.3214,720.6956,Nuevo_4
949,Alas,2022-11-29,1.7952,-30.2805,58.6672,484.529,KO
5952,Motor,2018-09-09,,,,916.9765,Nuevo_3
4485,Motor,2018-04-03,4.6908,0.9084,75.8471,272.2874,OK
228,Alas,2020-03-06,1.9697,126.8917,57.6362,805.0638,OK
3007,Nuevo_2,2020-08-14,,,85.925,619.2948,Nuevo_5
4558,Nuevo_5,2019-05-29,3.8225,63.2457,55.5323,477.5012,OK
6455,Fuselaje,2020-10-06,4.7728,51.9771,79.5033,195.8376,OK
2709,,2022-11-10,4.6631,84.7654,78.259,899.6514,OK
3094,Alas,2018-11-28,2.0499,83.4052,,805.1286,KO
1450,,2020-05-03,3.9217,133.9422,61.0743,257.3807,OK
6129,Alas,2018-05-20,4.2219,113.742,68.6311,511.7972,Nuevo_4
5453,Nuevo_1,2022-06-25,1.0148,-48.7851,43.8597,657.7122,KO
2299,Motor,2021-09-22,2.5096,112.9062,47.5188,408.9651,OK
4372,Motor,2021-07-10,1.6309,52.2116837337703,50.977,777.6875,KO
6093,Avionica,2020-02-13,3.375,10.3832,43.2754,105.2057,KO
6906,Alas,2022-02-17,3.3656,69.447,79.1142,256.7337,Nuevo_2
1313,Fuselaje,2022-02-21,4.0039,55.648,77.1086,517.5689,KO
1347,Fuselaje,2018-03-09,4.0908,42.4443,68.4386,883.8519,OK
4391,Nuevo_3,2020-12-24,4.8222,30.5128,167.283,617.9792,Nuevo_2
4005,Alas,2019-10-23,4.0116,,66.8455,906.1843,KO
5677,Avionica,2022-08-07,2.6962,126.5756,41.2882,397.3901,Nuevo_2
5354,Avionica,2020-09-28,4.2009,-21.0256,,909.1586,Nuevo_5
7020,Alas,2021-10-11,2.531,,48.3176,361.9042,OK
5910,Nuevo_2,2021-12-07,2.9219,37.2946,75.324,350.1778,OK
4982,Motor,2021-08-27,2.9164,86.3632,53.5457,587.4481,KO
2417,Alas,2022-11-27,2.8956,-35.7093,63.3847,506.2751,OK
2194,Fuselaje,2022-10-02,4.3857,55.521,75.4415,882.5496,KO
1109,Motor,2019-07-31,4.6715,74.1476,82.8843,930.5144,Nuevo_3
5657,Nuevo_4,2018-07-05,4.792,-45.7127,73.8802,637.6385,KO
1986,Motor,2022-02-08,4.7305,136.1402,74.3141,388.5485,KO
3686,Nuevo_5,2019-06-09,4.1121,4.3934,77.3219,670.9153,KO
4170,Motor,2019-03-01,1.3927,102.1707,33.0235,209.9783,KO
6659,Motor,2020-10-12,4.0972,-44.0465,77.3368,718.808,Nuevo_1
2804,Alas,2020-07-02,4.4536,,79.515,451.0449,Nuevo_3
3202,Avionica,2021-10-15,3.5706,29.8515,75.6082,463.7097,Nuevo_2
5777,Avionica,2019-06-18,2.6578,103.2639,60.338,783.7617,OK
4977,Nuevo_1,2019-07-23,1.4575,13.1854,48.8638,920.9597,Nuevo_4
5885,Fuselaje,2021-04-21,7.3946944565192565,58.7296,32.3364,804.2298,OK
6508,Fuselaje,2019-11-28,,,94.0237,229.6514,Nuevo_3
6420,Fuselaje,2018-05-12,4.154,136.092,93.8858,408.4056,Nuevo_2
4180,Avionica,2020-12-24,3.6232,11.6591,71.2263,957.7215,KO
2283,Nuevo_2,2021-09-24,4.0889,144.0882,57.5267,151.7505,KO
6911,Nuevo_5,2021-03-01,4.239,1.3759,69.3722,512.8099,OK
3223,Avionica,2020-07-07,1.1351,26.3665,55.9845,236.9412,OK
474,Alas,2022-10-08,4.7386,,77.1049,108.1503,OK
2021,Avionica,2021-07-10,1.7447,7.3407,30.1531,764.2235,Nuevo_4
7439,Nuevo_4,2018-10-12,1.1477,98.3851,54.174,260.2713,Nuevo_4
14,Alas,2019-09-11,,,64.4994,903.3648,OK
6488,Avionica,2021-10-16,,,61.03,295.3522,OK
5957,Alas,2020-11-18,4.1222,79.7765,73.7284,352.1049,Nuevo_1
1913,Motor,2018-08-02,3.9619,18.0864,68.3082,881.6898,KO
3853,Alas,2021-02-04,1.3177,,46.375,944.8124,OK
3087,Fuselaje,2022-11-14,3.0332,4.4049,68.6422,346.4018,OK
7104,Fuselaje,2022-04-27,4.459,113.6912,82.6352,644.6894,KO
1628,Fuselaje,2022-08-22,4.6388,57.5508,,234.0575,Nuevo_2
3587,Motor,2021-09-03,2.5437,58.5874,59.9284,279.4065,Nuevo_3
1340,Fuselaje,2020-10-15,2.4971,132.3623,59.7121,748.7951,Nuevo_4
563,Alas,2022-01-24,1.9224,63.1525,42.2911,167.6043,KO
6621,Alas,2018-05-14,4.3072,,73.5954,445.7908,Nuevo_4
5890,Fuselaje,2020-11-24,3.4569,103.9358,55.1706,958.5521,Nuevo_5
4136,Avionica,2022-11-02,3.841,109.0367,72.6944,111.1987,Nuevo_1
4843,Nuevo_4,2018-07-09,3.9807,101.2654,,206.5493,Nuevo_1
1541,Avionica,2020-12-27,1.546,96.0118,44.6681,950.0785,KO
3126,,2018-08-12,1.9475,98.4918,43.2567,508.7492,KO
5998,Motor,2020-05-22,1.0509,125.216,40.8278,111.2975,KO
1459,Motor,2021-05-25,3.3239,50.8883,48.1169,716.7494,OK
2044,Avionica,2021-12-06,,,63.4934,780.9664,Nuevo_3
4488,Nuevo_1,2021-08-09,2.599,,55.8599,459.8454,KO
3435,,2019-01-13,1.1102,110.4792,46.1782,810.2985,OK
1377,Nuevo_4,2019-12-24,4.6384,16.5949,61.7513,219.7748,KO
2045,Fuselaje,2020-12-26,1.5248,-17.8787,49.4746,778.5947,KO
3554,Avionica,2021-10-02,4.7181,40.8099,66.2941,449.856,KO
3405,Fuselaje,2020-01-06,2.001,,51.548,808.2161,OK
2087,Avionica,2021-08-28,2.2094,30.4353,45.259,958.6634,KO
2371,Fuselaje,2018-03-15,2.306,127.7281,,186.6065,Nuevo_4
3287,Alas,2020-10-28,4.4171,92.4981,80.2675,497.6648,Nuevo_3
3137,Alas,2022-05-23,1.2385,-43.5981,34.0862,753.8018,Nuevo_4
6716,Alas,2021-06-19,4.6385,29.0744,63.0074,477.4564,Nuevo_1
531,Avionica,2021-03-19,2.9305,265.1177811678833,48.01,273.7051,OK
4980,Motor,2018-07-29,4.1385,-21.9215,87.5702,854.4028,Nuevo_3
2237,Alas,2019-08-16,3.5203,83.8006,66.1095,205.406,Nuevo_5
2078,Nuevo_1,2021-08-14,4.2429,78.2846,66.9811,449.3618,OK
1832,Fuselaje,2022-12-06,3.848,117.7818,75.4334,968.0281,Nuevo_5
3578,Nuevo_2,2022-08-19,3.1618,73.9286,64.1351,173.4376,Nuevo_5
4359,Fuselaje,2020-01-13,,,44.2605,668.9368,OK
7165,Motor,2020-05-02,1.4675,68.1399,53.8851,741.9831,KO
4341,Fuselaje,2022-02-21,3.2438,20.7943,66.4243,944.2663,Nuevo_1
2278,Nuevo_5,2022-09-26,2.5487,-7.1227,37.9185,376.2469,KO
1582,Fuselaje,2022-07-03,1.0079,132.8698,34.3543,153.9272,Nuevo_3
5336,Fuselaje,2018-04-21,4.6175,56.6857,84.3143,682.1177,OK
5240,Motor,2022-01-01,1.7187,47.3644,50.1014,965.8462,Nuevo_3
1091,Motor,2021-11-10,3.7521,40.9904,76.3647,888.4396,OK
6675,Alas,2019-01-04,4.0316,-16.9524,,185.504,KO
2053,Motor,2019-07-07,4.1871,137.1992,76.1665,160.4769,Nuevo_1
2363,Alas,2022-11-26,2.1121,-27.1576,,222.7011,Nuevo_5
3296,Alas,2021-03-29,3.3142,,,358.0874,Nuevo_1
7355,Nuevo_3,2021-01-12,1.5023,108.6989,,376.5394,Nuevo_2
4799,Motor,2021-11-27,4.3402,,62.1905,964.8789,Nuevo_2
6717,Motor,2018-10-25,3.2046,4.0974,81.3373,204.7493,Nuevo_4
2985,Fuselaje,2019-08-28,4.3028,78.2657,80.0993,111.6583,OK
5959,Fuselaje,2018-11-06,,,71.1273,693.8622,KO
2255,Fuselaje,2018-01-31,1.8261,,45.2478,292.7359,Nuevo_5
4915,Nuevo_5,2018-07-16,4.9532,77.0156,74.1387,219.8303,KO
4256,Motor,2018-01-06,2.2562,414.8806366286742,49.9793,285.4179,Nuevo_2
6787,Avionica,2018-10-29,1.9526,-24.6834,40.4986,292.569,OK
7001,Motor,2021-08-25,2.7198,48.5772,33.2584,967.6286,OK
1585,Nuevo_1,2020-02-27,4.6472,129.9253,87.0155,246.9485,OK
1190,Alas,2019-11-11,4.3976,109.444,72.8596,531.131,OK
5136,Nuevo_5,2019-07-15,1.7282,,53.8747,250.2754,KO
6551,Avionica,2021-08-09,2.8348,19.7731,55.1015,403.6304,KO
3602,,2018-05-26,1.443,76.8276,32.9267,442.3339,OK
6289,Motor,2019-02-03,,,57.6109,820.0731,OK
3246,Avionica,2018-04-09,2.1372,105.3911,52.8571,483.2992,KO
103,Nuevo_1,2022-02-04,1.0135,69.1029,52.3768,637.6272,OK
6571,Alas,2019-03-27,2.018,-37.5084,67.4697,746.9103,OK
3950,Motor,2019-04-22,,,39.946,827.5233,Nuevo_5
4344,Alas,2021-11-13,1.2761,94.5585,40.6583,768.0888,Nuevo_2
663,Avionica,2022-07-18,1.4007,80.4882,50.6922,970.7028,OK
5705,Alas,2021-10-20,3.416,,77.2155,628.0426,OK
3273,Avionica,2018-12-01,1.4329,131.1498,41.3224,401.2234,OK
7200,Avionica,2019-10-17,4.3394,108.9913,62.9651,223.9126,KO
5994,Fuselaje,2021-11-10,1.5228,-3.0712,53.7311,407.5952,OK
7419,Motor,2022-10-12,4.0614,70.4118,53.2872,746.6325,Nuevo_4
4155,Fuselaje,2019-02-24,1.479,14.5411,38.1162,328.7345,OK
5670,Nuevo_3,2020-03-16,3.7827,-33.0731,58.102,793.0757,OK
4369,Fuselaje,2019-09-04,3.2792,112.4348,53.3939,909.2159,OK
3934,,2022-05-27,3.5915,144.2262,77.0783,404.5092,Nuevo_3
1105,Fuselaje,2022-05-09,4.0947,-14.5535,78.9405,794.2734,Nuevo_4
3072,Nuevo_4,2018-12-22,1.3017,,42.774,266.0689,OK
3939,Nuevo_3,2019-12-28,1.935,64.5653,53.8189,832.388,OK
3967,Avionica,2021-09-03,2.4048,-38.6973,59.5513,520.3015,Nuevo_3
1258,Avionica,2020-01-20,1.6739,-43.9726,38.8463,567.4682,KO
1532,Fuselaje,2018-06-21,1.9021,-11.1182,,235.7295,OK
807,Avionica,2018-10-02,3.3283,62.514,62.6555,345.4155,Nuevo_5
3647,Alas,2019-03-06,1.5191,135.6916,35.3992,476.6045,KO
2477,Motor,2021-06-29,4.3313,41.4041,79.3048,739.3034,Nuevo_4
726,Avionica,2019-10-18,4.7437,29.3891,57.001,756.7782,KO
2397,Nuevo_5,2018-04-25,1.8036,63.5716,44.7282,802.6676,OK
2734,Avionica,2022-04-18,2.7948,-10.5346,61.0037,731.9802,OK
6587,Motor,2020-03-23,2.5224,3.7961,68.5821,869.7204,Nuevo_3
3517,Motor,2020-12-08,1.3616,,40.6895,293.6968,KO
1260,Alas,2019-12-26,3.3587,-19.2923,61.8467,601.2932,KO
2387,Fuselaje,2019-02-05,2.3292,-47.9582,41.3283,715.6398,OK
7178,Nuevo_5,2020-05-19,,,,674.6802,Nuevo_3
2631,Alas,2019-11-12,2.4878,129.7248,64.2241,588.6163,Nuevo_1
5005,Nuevo_5,2020-08-17,3.5238,,64.8609,844.0654,KO
2875,Motor,2020-03-20,2.0687,50.5842,60.0288,911.7122,Nuevo_3
2777,Motor,2020-04-12,2.524,0.5598,52.8865,699.8605,KO
3497,Alas,2022-05-10,2.9498,21.5701,,872.3118,KO
5382,Alas,2022-02-14,3.5406,59.7014,63.7076,914.1063,Nuevo_2
2102,Motor,2020-01-07,4.449,-30.587,67.0861,200.6261,OK
3015,Avionica,2020-08-29,,,48.1826,945.1967,Nuevo_4
5808,Alas,2021-06-10,2.9788,-24.1053,63.2683,713.3019,Nuevo_2
6118,Avionica,2020-02-06,2.0479,-129.03586982178305,56.7074,470.768,OK
393,,2019-04-06,1.643,402.1750900259944,49.4208,414.5544,Nuevo_5
3524,Nuevo_2,2019-03-08,1.0355,-5.6134,43.5221,871.5261,OK
5207,Motor,2019-12-19,1.6737,47.6973,44.9357,993.0125,Nuevo_2
442,Alas,2018-08-29,4.5434,-31.713,65.0897,275.4007,Nuevo_2
3038,Motor,2020-08-12,1.2959,-44.2464,39.0842,570.808,KO
1735,Avionica,2022-02-26,2.0806,135.617,46.4662,949.728,KO
4717,Avionica,2020-07-28,1.1025,17.754,44.0383,667.2753,Nuevo_4
7425,Nuevo_1,2021-08-30,2.4817,-5.3179,52.0064,871.9713,OK
6456,Avionica,2019-12-24,4.3329,124.4364,77.3444,859.2742,KO
5583,Avionica,2021-11-07,3.5274,-41.089,65.0414,460.2776,Nuevo_2
4821,Nuevo_2,2022-11-29,4.2693,21.7645,90.2208,558.6848,Nuevo_3
2858,Avionica,2019-03-29,1.6859,50.0827,30.6133,351.8109,OK
2523,Avionica,2018-09-06,2.0855,-13.2099,48.7561,680.8946,Nuevo_2
6321,Nuevo_4,2020-09-19,1.2829,22.4772,53.3942,138.4568,KO
4662,Motor,2018-03-16,3.4106,598.7925565884583,81.3053,381.3626,Nuevo_5
6863,Motor,2018-01-26,1.7035,2.3165,47.3093,122.8302,OK
3641,Fuselaje,2022-12-21,3.7382,68.8532,69.2482,147.8903,KO
5449,Fuselaje,2018-11-15,1.8645,-2.4032,60.1033,547.9876,KO
3197,Alas,2022-06-29,3.3167,142.4358,70.9393,589.6044,KO
2007,Nuevo_2,2018-02-28,2.9614,84.5273,47.1647,365.1413,Nuevo_2
3111,Fuselaje,2021-07-03,,,48.0075,396.1853,KO
5905,Motor,2021-03-22,4.1962,124.0091,,891.9103,Nuevo_5
7101,Nuevo_5,2018-12-11,,,34.961,626.9598,KO
5095,Motor,2019-10-24,3.9664,6.6924,84.4104,539.0664,OK
5646,Motor,2022-04-27,1.7986,-33.6347,46.7747,295.6654,Nuevo_1
425,Alas,2019-03-10,3.4461,-41.2166,67.6438,162.1177,Nuevo_2
728,Nuevo_1,2022-02-03,1.907,98.7719,33.151,245.6281,KO
1920,Avionica,2020-01-06,4.9988,45.4646,85.7484,556.8847,OK
778,Motor,2018-01-13,2.3259,98.6685,55.0222,301.6081,Nuevo_3
7310,Motor,2018-07-27,3.9483,-30.7783,53.8727,235.3623,Nuevo_2
7283,Motor,2022-01-07,4.239,83.2448,75.3202,824.1205,KO
6595,Motor,2018-07-14,3.3287,0.4089,66.0567,928.4311,KO
6265,Avionica,2021-06-01,1.681,-43.455,65.9109,896.2501,KO
48,Fuselaje,2020-04-14,1.1683,87.0294,39.8314,801.882,KO
5587,Fuselaje,2021-05-14,1.1089,-36.047,32.4014,169.6413,KO
6830,Avionica,2020-05-27,3.5374,87.3616,,993.7309,Nuevo_3
2342,Avionica,2021-06-25,3.7789,72.9454,76.5096,594.0733,Nuevo_3
4499,Motor,2021-02-04,2.5865,118.9586,63.3982,239.8648,Nuevo_5
1066,Nuevo_1,2019-11-25,4.8078,,64.4997,700.0945,KO
7381,Motor,2021-10-13,3.7376,-3.2873,77.0287,142.9879,Nuevo_2
2213,,2021-05-03,1.7074,86.6926,63.7736,872.3483,KO
2551,Avionica,2020-07-05,2.0687,,62.8884,503.1579,KO
351,Alas,2022-07-18,,,78.5424,307.9943,Nuevo_1
132,Motor,2019-11-09,,,35.9202,493.4217,OK
3127,Nuevo_1,2022-06-21,4.8286,22.3657,76.5873,380.4428,Nuevo_5
3531,Motor,2020-06-12,1.4134,85.914,41.6302,858.3354,KO
4917,Avionica,2019-06-28,3.6089,52.5897,68.021,662.1479,OK
7437,Motor,2018-11-17,,,84.2529,548.6058,OK
4764,Motor,2020-04-01,3.3554,-45.7089,60.5862,742.1044,Nuevo_5
2199,Nuevo_1,2021-11-27,4.6121,137.7016,92.3738,414.7562,Nuevo_1
4163,Avionica,2019-03-13,4.9886,72.106,71.2993,580.1732,OK
7061,Fuselaje,2021-09-26,1.1688,-27.2998,27.5572,208.4224,Nuevo_4
262,Nuevo_3,2022-01-12,1.4059,140.5073,44.6412,850.2571,KO
3850,,2022-10-09,4.6143,19.9564,89.8626,123.9761,Nuevo_2
2627,Avionica,2021-01-28,3.8858,68.49270092145755,80.9779,817.4376,OK
7081,Fuselaje,2018-07-31,1.5765,-14.9899,55.7566,123.384,KO
2988,Nuevo_1,2019-05-26,4.4669,70.6771,71.0787,949.9668,Nuevo_3
4060,Motor,2021-06-28,2.2133,117.453,48.2987,152.5701,KO
4257,Alas,2021-02-27,2.7278,80.0719,,377.696,OK
6404,Nuevo_3,2018-06-18,2.2528,-32.5227,25.8789,321.0521,KO
4835,Avionica,2020-11-09,2.175,-21.0475,64.0545,390.4431,Nuevo_4
2381,Nuevo_4,2021-10-18,1.6462,16.0135,43.1599,696.4096,Nuevo_1
2994,Fuselaje,2019-10-29,2.0551,22.6213,57.2047,269.7131,Nuevo_3
4535,Alas,2022-07-24,3.6872,5.7139,75.7922,315.7133,OK
429,Nuevo_5,2022-02-05,4.3474,74.0063,71.2513,821.0987,KO
102,Avionica,2022-12-30,3.8926,4.0081,75.9205,803.0491,OK
5896,Motor,2021-01-29,,,65.8466,872.6312,OK
2435,Alas,2021-11-22,4.0024,22.8841,,943.7325,OK
3547,Fuselaje,2020-03-10,2.4771,98.4586,53.9029,971.7971,Nuevo_5
2813,Fuselaje,2021-09-21,3.8228,-28.7226,62.9463,231.7736,Nuevo_2
513,Avionica,2022-09-04,3.5957,112.3949,67.7495,252.1318,KO
1510,,2019-11-22,2.6562,148.1461,44.3762,674.9581,KO
4461,Avionica,2021-10-07,3.2172,123.7569,54.7711,752.6605,Nuevo_3
3845,Alas,2018-01-07,,,52.6875,781.3133,KO
4893,Fuselaje,2018-08-06,1.7982,-25.7697,44.4938,934.6884,Nuevo_1
4647,Motor,2019-05-17,2.928,134.4278,48.3023,445.565,Nuevo_4
2665,Motor,2019-03-16,2.2304,149.0925,53.9754,906.3863,OK
5940,Fuselaje,2019-08-21,2.7783,54.9475,64.9639,756.8428,Nuevo_2
7391,Alas,2022-03-12,1.0234,109.5516,28.2943,609.0573,OK
3991,Fuselaje,2018-06-26,3.9035,137.2439,63.2422,200.2389,KO
4802,Nuevo_4,2021-06-03,2.4711,,48.8546,437.6517,KO
4375,Motor,2021-01-10,1.6186,-17.8918,42.333,586.9574,Nuevo_3
1203,Nuevo_1,2022-01-01,3.7484,107.4388,72.8228,733.8265,OK
402,Fuselaje,2019-04-12,1.9758,142.4768,54.1454,330.9047,KO
3971,Motor,2021-06-27,2.234,40.3631,60.5149,258.5653,KO
6648,Motor,2019-07-12,4.0665,-7.6615,67.6017,172.04,OK
5040,,2022-06-12,4.1367,120.5557,80.105,196.4014,Nuevo_1
5882,Fuselaje,2021-09-29,2.0934,89.1666,52.8526,823.7203,KO
2596,Alas,2018-03-25,2.707,-9.2087,62.9595,316.5132,Nuevo_2
2446,Alas,2022-10-18,1.9576,-49.5783,42.5334,390.5958,Nuevo_1
6975,Alas,2021-07-03,2.2735,110.8132,51.6534,937.055,KO
6026,Fuselaje,2021-07-07,1.0156,58.3014,38.7496,286.7607,KO
58,Fuselaje,2020-12-31,1.2668,54.955,44.0218,778.6699,Nuevo_3
2649,Alas,2019-04-02,2.5826,,53.36,995.1277,Nuevo_5
160,Alas,2022-12-15,2.7547,73.7008,59.8866,277.3705,Nuevo_5
2846,Motor,2019-04-18,3.3401,-45.3533,56.2318,504.5541,Nuevo_3
3495,Motor,2019-11-14,1.2039,93.883,,769.7643,KO
887,Fuselaje,2019-03-22,4.3608,-12.3768,67.0987,108.9695,Nuevo_4
7452,Motor,2020-05-12,4.8333,46.6504,83.8532,625.7393,Nuevo_4
345,Fuselaje,2020-12-10,4.0108,-3.9577,67.1806,841.0435,KO
4192,Alas,2022-08-05,1.6228,84.5646,64.6323,855.4482,Nuevo_1
6013,Avionica,2019-07-26,2.1354,18.9641,41.2685,479.2915,KO
3009,Fuselaje,2021-09-13,2.6861,137.7306,53.3238,523.2095,OK
994,Motor,2019-04-13,2.6083,7.5108,62.7525,478.4609,Nuevo_5
1632,Nuevo_4,2019-03-27,4.4736,10.9378,58.6943,520.4649,KO
7017,Nuevo_4,2021-04-26,1.6766,-19.7747,53.5864,144.7254,KO
5625,Avionica,2020-10-04,2.1349,,40.0682,686.8165,KO
4043,Avionica,2021-12-26,2.2939,39.4365,56.076,813.1154,OK
3288,Nuevo_1,2018-04-19,1.8865,106.8844,62.564,553.0312,KO
318,Fuselaje,2018-09-03,4.8806,126.1653,,620.9609,Nuevo_2
737,Avionica,2021-06-19,1.054,105.3832,55.3156,643.9142,OK
6683,Alas,2018-09-29,2.9251,56.604,68.4395,428.6159,OK
6079,Avionica,2018-03-10,4.9504,-45.6009,79.6351,945.3703,KO
4352,,2018-09-11,3.5008,91.0215,55.0559,850.3729,Nuevo_3
2957,Alas,2022-06-30,2.0119,18.4618,,297.7712,KO
3690,Fuselaje,2021-01-25,4.2722,78.2694,74.7136,215.2398,KO
