ID_Juguete,Material,Edad_Recomendada,Peso_g,Tiempo_Producción_min,Normativa_Cumplida,Aprobación_Final
619,Plástico,0-2 años,241.841923249243,59.0,ISO 8124,Nuevo_3
5776,Tela,6-10 años,146.9720721133455,24.0,CE,No
5860,Plástico,6-10 años,788.0372946265949,96.0,Nuevo_4,No
9712,Tela,Nuevo_4,,79.0,ISO 8124,Nuevo_2
3160,Plástico,,176.46866885877373,78.0,ASTM F963,No
1901,Nuevo_2,Nuevo_1,186.33638246496116,50.0,ISO 8124,Nuevo_2
5190,Plástico,3-5 años,526.1734816295875,54.0,ASTM F963,No
8007,Plástico,11+ años,654.9703926089483,64.0,CE,Sí
7149,Madera,3-5 años,588.1116902559182,100.0,ASTM F963,Nuevo_1
6013,,6-10 años,989.6800332033088,80.0,CE,Sí
3620,Metal,0-2 años,495.5796891179901,74.0,CE,Nuevo_5
7370,Madera,,206.96005097814887,58.0,ASTM F963,Sí
8983,Tela,6-10 años,783.0559605841636,39.0,CE,No
3758,Madera,,276.1382893129248,44.0,ASTM F963,No
5497,Madera,11+ años,265.77418526626263,26.0,Nuevo_4,Nuevo_3
3014,Metal,Nuevo_1,532.7995755191214,110.0,ASTM F963,Nuevo_3
6691,Nuevo_5,11+ años,540.4704821800508,13.0,ISO 8124,Nuevo_4
7022,Metal,3-5 años,486.0098673544428,35.0,Nuevo_1,No
9101,Tela,6-10 años,866.2829531211513,98.0,CE,Sí
9916,Tela,3-5 años,575.0033757654902,37.0,ISO 8124,No
3627,,Nuevo_4,492.6704727154744,106.0,ASTM F963,No
2853,Plástico,11+ años,202.21703820093188,83.0,CE,Nuevo_3
2225,Madera,11+ años,634.7628338004482,114.0,CE,Sí
290,Madera,,837.3324220561893,59.0,CE,Sí
955,,Nuevo_2,453.91898859385935,49.0,ISO 8124,Nuevo_3
6919,Tela,11+ años,255.11716720723945,31.0,ISO 8124,No
1351,Nuevo_1,0-2 años,148.19058292561067,62.0,Nuevo_4,No
6599,Metal,3-5 años,300.8358092639067,77.0,ASTM F963,Nuevo_4
3265,Metal,6-10 años,,38.0,CE,Nuevo_4
9217,Nuevo_2,,,58.0,ASTM F963,Sí
1454,Nuevo_2,6-10 años,102.26852909510248,55.0,ISO 8124,Nuevo_3
2117,Tela,Nuevo_1,355.1394111957722,370.42278036334193,ISO 8124,Sí
7940,Tela,3-5 años,531.1214388957786,100.0,ISO 8124,No
9152,Plástico,6-10 años,700.5273208334426,32.0,CE,Sí
1139,Metal,0-2 años,275.23165002477685,93.0,CE,No
4069,Tela,11+ años,619.6210451202778,6.0,ASTM F963,Nuevo_4
6050,Nuevo_1,Nuevo_5,436.3247438739381,10.0,Nuevo_4,Nuevo_4
9499,Metal,0-2 años,835.7287073385938,49.0,ISO 8124,Nuevo_4
6822,Metal,Nuevo_1,357.9510406488276,60.0,ASTM F963,Nuevo_2
4428,Madera,6-10 años,458.708955701213,13.0,ASTM F963,Sí
273,Madera,11+ años,598.8636583193204,32.0,CE,No
4743,Plástico,Nuevo_5,417.23723635539824,35.0,ASTM F963,Nuevo_1
2821,Nuevo_2,0-2 años,299.9855595296883,110.0,ISO 8124,No
3092,Tela,6-10 años,831.3310018181809,36.0,CE,No
2622,Metal,0-2 años,224.70314624262792,6.0,ISO 8124,No
8070,Nuevo_3,Nuevo_3,91.04342692179728,49.0,Nuevo_4,Nuevo_4
7762,Plástico,11+ años,332.161459693577,6.0,ISO 8124,No
2728,Nuevo_3,,257.50332056358604,40.0,ASTM F963,Nuevo_4
6753,Madera,3-5 años,,110.0,ISO 8124,No
1885,Plástico,,733.8128725865216,18.0,Nuevo_3,No
4655,Plástico,Nuevo_3,376.76669536604135,12.0,CE,Nuevo_3
425,Plástico,11+ años,53.583121055300566,90.0,Nuevo_2,Nuevo_4
6299,,11+ años,,109.0,Nuevo_5,Nuevo_4
2587,Tela,Nuevo_2,973.6438452595602,95.0,Nuevo_5,Sí
3229,Madera,0-2 años,640.8365688175944,47.0,ASTM F963,No
1803,Madera,3-5 años,602.2862554796279,8.0,Nuevo_1,Sí
9332,Plástico,6-10 años,278.0603532808409,99.0,ISO 8124,Sí
1012,Tela,11+ años,437.4796410162398,80.0,ISO 8124,Nuevo_1
3137,,0-2 años,706.1877978406278,113.0,CE,Nuevo_5
9783,Tela,0-2 años,616.8217818019152,9.0,ASTM F963,Sí
5332,Plástico,11+ años,801.4169579816653,61.0,CE,Nuevo_4
9540,Tela,6-10 años,590.3603647326273,5.0,ISO 8124,No
5724,Metal,0-2 años,586.1900118193428,36.0,CE,No
2542,Metal,6-10 años,596.0345837246292,117.0,ISO 8124,Sí
8493,Plástico,,162.77813581044603,44.0,ASTM F963,No
539,Plástico,3-5 años,978.1001402620708,89.0,CE,Sí
7240,Plástico,3-5 años,726.7879375445444,97.0,Nuevo_3,Sí
6837,Tela,0-2 años,421.73978115617695,92.0,ISO 8124,Nuevo_2
6452,Tela,6-10 años,772.5260808572076,37.0,CE,Nuevo_3
8511,Tela,3-5 años,426.8661280308496,103.0,ASTM F963,Sí
5068,Madera,6-10 años,760.9922253757985,86.0,CE,Sí
5682,Plástico,0-2 años,947.1276841051356,31.0,CE,Sí
5676,Metal,0-2 años,996.00603651097,106.0,Nuevo_5,Nuevo_5
8673,Plástico,,697.3175927355124,107.0,ISO 8124,Sí
1795,Plástico,0-2 años,,74.0,Nuevo_3,Sí
5081,Madera,0-2 años,240.80184275927095,82.0,CE,Sí
7232,Metal,,383.6322399458196,107.0,Nuevo_1,No
2712,Plástico,0-2 años,415.78150911635015,74.0,Nuevo_3,Nuevo_5
2701,Madera,11+ años,774.7974469117473,108.0,ISO 8124,Nuevo_2
2159,Nuevo_2,0-2 años,160.6098402224053,87.0,ASTM F963,Sí
7568,Nuevo_5,6-10 años,,508.14407049843055,ISO 8124,Sí
103,Tela,Nuevo_5,150.04053447982938,21.0,Nuevo_1,Nuevo_1
1373,Madera,0-2 años,87.90147792096565,97.0,Nuevo_4,Nuevo_5
9647,Nuevo_1,3-5 años,,87.0,CE,Sí
4259,Plástico,0-2 años,635.0068334851095,26.0,ASTM F963,No
9359,Tela,6-10 años,772.8594715276452,112.0,ASTM F963,No
6303,Plástico,0-2 años,987.1567185084024,76.0,ASTM F963,Nuevo_3
6094,Tela,6-10 años,400.06571794649767,101.0,CE,Nuevo_2
9620,Metal,11+ años,123.03715156742832,82.0,Nuevo_5,Nuevo_4
2867,Tela,11+ años,6286.020869679168,77.0,ISO 8124,No
5735,Plástico,3-5 años,250.482454351141,6.0,CE,Sí
9461,Nuevo_3,6-10 años,343.3724006101544,101.0,ISO 8124,Sí
144,,6-10 años,179.40870693213105,34.0,Nuevo_2,Nuevo_5
2688,Plástico,6-10 años,309.7142756924142,9.0,Nuevo_3,No
232,Plástico,6-10 años,724.6145650186967,118.0,ASTM F963,Sí
5992,Tela,0-2 años,720.5222568671368,77.0,CE,No
4646,Metal,11+ años,,71.0,ISO 8124,Sí
5779,Tela,3-5 años,716.2974668431757,46.0,Nuevo_4,Sí
9562,Madera,0-2 años,504.9616109175168,11.0,Nuevo_2,Nuevo_3
7187,Plástico,3-5 años,868.340397370725,66.0,ASTM F963,Nuevo_4
4587,Tela,3-5 años,594.652309859907,38.0,Nuevo_2,No
3558,Metal,6-10 años,807.3754989631606,113.0,CE,Sí
7322,Madera,11+ años,634.0519562513111,60.0,CE,Nuevo_5
510,Madera,Nuevo_2,253.19674188154465,72.0,CE,Nuevo_5
6869,Metal,Nuevo_1,409.3571028301328,85.0,ISO 8124,No
7549,Tela,6-10 años,591.2045663115503,56.0,ASTM F963,No
9846,Nuevo_3,,333.6290765456567,91.0,ASTM F963,Nuevo_4
6037,Nuevo_2,3-5 años,85.29351722748947,32.0,ISO 8124,Sí
1795,Metal,0-2 años,422.246249729302,74.0,CE,Sí
5283,Metal,0-2 años,800.6654861127518,94.0,ISO 8124,Sí
1607,Madera,Nuevo_2,378.40666575470726,59.0,CE,No
4946,Madera,11+ años,717.264342342393,84.0,ASTM F963,No
866,Plástico,3-5 años,833.9263347178781,109.0,CE,Sí
3884,Nuevo_1,0-2 años,342.9432690722445,8.0,CE,No
1087,Nuevo_1,6-10 años,990.8729866947832,66.0,Nuevo_3,Sí
7386,Tela,3-5 años,780.9010543287986,71.0,ISO 8124,No
4552,Plástico,11+ años,564.6708771924648,9.0,ASTM F963,Sí
3401,Nuevo_5,3-5 años,717.0340325554046,89.0,CE,Sí
2953,Metal,,3432.130549423919,76.0,ISO 8124,No
2458,Madera,0-2 años,819.8529305225512,32.0,CE,Nuevo_5
4783,Plástico,Nuevo_2,96.64021473584025,7.0,CE,Nuevo_5
1007,Nuevo_4,Nuevo_1,662.4372411076721,18.0,ASTM F963,Nuevo_2
9918,Madera,3-5 años,77.1899071169144,95.0,ASTM F963,Nuevo_4
5347,Metal,3-5 años,,99.0,CE,No
7430,Plástico,6-10 años,842.2272640131231,36.0,Nuevo_3,Nuevo_2
6449,Nuevo_1,Nuevo_2,,101.0,CE,Nuevo_3
2223,Madera,3-5 años,367.70599277462594,20.0,CE,Nuevo_5
6151,Plástico,6-10 años,,38.0,CE,No
6889,Madera,0-2 años,981.4198551212628,74.0,ISO 8124,Nuevo_4
2036,Madera,11+ años,722.1171273237677,20.0,Nuevo_1,Sí
4455,Madera,0-2 años,407.059641158552,83.0,CE,No
3609,Metal,11+ años,671.2279860503423,59.0,ASTM F963,Nuevo_1
6838,Madera,Nuevo_5,518.8280663778454,111.0,CE,Nuevo_5
4753,Madera,Nuevo_3,119.60112426352292,72.0,Nuevo_5,Nuevo_4
2170,,6-10 años,534.7521741622356,47.0,ISO 8124,Sí
5830,Metal,6-10 años,8868.1616226979,9.0,CE,No
7561,Metal,11+ años,594.5458233372358,71.0,ISO 8124,No
9781,Plástico,0-2 años,402.8999557223661,27.0,ASTM F963,Sí
8419,Madera,11+ años,546.5172855536343,46.0,ASTM F963,Sí
1103,Nuevo_2,6-10 años,484.33848757877774,42.0,CE,No
834,Plástico,Nuevo_4,293.64831555505214,54.0,CE,Nuevo_3
4703,,11+ años,846.2958186777098,91.0,ASTM F963,Sí
4541,Metal,6-10 años,,21.0,Nuevo_5,Nuevo_4
6930,Tela,,161.28955040187196,67.0,CE,No
8535,Tela,11+ años,,15.0,CE,Sí
4647,,3-5 años,248.9851406428644,89.0,ISO 8124,No
103,Madera,3-5 años,150.04053447982938,21.0,CE,Sí
2307,Plástico,6-10 años,768.4911451753597,54.0,CE,No
9386,Nuevo_5,0-2 años,53.38934300850964,14.0,ASTM F963,Nuevo_5
5110,Metal,11+ años,498.7030260524091,94.0,Nuevo_1,Nuevo_2
3301,Tela,6-10 años,918.7298089993636,113.0,ISO 8124,Sí
9814,Plástico,11+ años,605.466218391708,95.0,ASTM F963,No
6338,,3-5 años,262.3206697058283,111.0,CE,Nuevo_5
2758,Metal,Nuevo_1,709.5769559117671,62.0,Nuevo_2,Nuevo_2
6582,Nuevo_1,0-2 años,,6.0,Nuevo_3,No
4074,Metal,11+ años,262.893640482196,81.0,ISO 8124,No
7793,Metal,3-5 años,423.9481151786608,31.0,ASTM F963,Nuevo_2
5434,,Nuevo_4,,18.0,Nuevo_5,Sí
5225,Nuevo_4,0-2 años,499.17906831411375,7.0,CE,No
7192,Nuevo_1,,,110.0,Nuevo_3,No
136,Nuevo_4,6-10 años,971.8243849938268,88.0,ASTM F963,Sí
1762,Tela,Nuevo_5,792.3930619381342,28.0,Nuevo_1,No
9174,Nuevo_5,3-5 años,203.9142608084756,99.0,Nuevo_1,Nuevo_2
2835,Metal,11+ años,584.8077618648242,103.0,ISO 8124,No
5561,Nuevo_5,11+ años,868.5125171980267,49.0,Nuevo_3,Sí
7272,Tela,11+ años,883.3304087908929,114.0,ASTM F963,Sí
9974,Nuevo_2,6-10 años,775.4028482461226,98.0,ASTM F963,Sí
3484,Metal,3-5 años,436.5669432708231,5.0,Nuevo_5,Sí
2886,Nuevo_4,3-5 años,888.7835355522329,66.0,ASTM F963,Nuevo_5
1692,Tela,11+ años,630.6712349777146,71.0,ASTM F963,Sí
2948,Madera,0-2 años,919.6889400546426,118.0,Nuevo_3,No
8808,Metal,6-10 años,179.11086050612246,74.0,CE,No
2685,,3-5 años,212.6782453769226,59.0,Nuevo_1,Sí
3836,Madera,6-10 años,645.6418269829358,109.0,CE,No
2212,Madera,11+ años,706.9792364395954,91.0,Nuevo_1,Nuevo_1
9444,Madera,0-2 años,652.3146397365019,95.0,Nuevo_4,Nuevo_3
3120,Nuevo_4,0-2 años,99.11151894940278,88.0,Nuevo_5,Sí
5731,,6-10 años,270.86392745361724,53.0,CE,No
4715,Plástico,0-2 años,,104.0,ASTM F963,Sí
260,,0-2 años,156.67044246995331,99.0,ASTM F963,Sí
7697,Tela,,714.0259564190411,30.0,ASTM F963,No
7037,Madera,Nuevo_1,50.13562157412266,11.0,CE,Nuevo_3
800,Tela,6-10 años,766.0243797024435,44.0,CE,Sí
3642,Nuevo_4,0-2 años,786.0982855981799,89.0,Nuevo_3,Sí
162,Madera,,315.25060956322,42.0,Nuevo_1,Nuevo_1
7395,Madera,Nuevo_3,331.75283561189303,14.0,CE,Nuevo_2
2847,Plástico,0-2 años,596.3106242584515,83.0,ASTM F963,Nuevo_5
535,Madera,6-10 años,529.3132643107451,53.0,ASTM F963,Sí
5285,Metal,0-2 años,839.0825384779905,23.0,ASTM F963,No
3119,Plástico,11+ años,448.3641484435586,95.0,ASTM F963,Nuevo_5
6291,Madera,6-10 años,469.3555895379325,87.0,ASTM F963,No
6842,Plástico,3-5 años,740.5928603461806,51.0,CE,No
944,,11+ años,645.6246933914284,34.0,ISO 8124,Nuevo_2
9532,Tela,0-2 años,331.61431583498177,47.0,Nuevo_5,Nuevo_1
9311,Madera,11+ años,306.3969249020528,27.0,CE,Sí
9781,Tela,0-2 años,402.8999557223661,27.0,CE,Sí
9622,Plástico,6-10 años,168.23066840356677,24.0,CE,No
2027,Plástico,6-10 años,276.29975229068515,68.0,Nuevo_2,Nuevo_2
9430,Metal,Nuevo_3,162.00019735804477,100.0,ASTM F963,Nuevo_4
3642,Metal,6-10 años,786.0982855981799,89.0,CE,Nuevo_1
2636,Metal,0-2 años,862.2814086958294,35.0,Nuevo_2,Nuevo_2
3396,Madera,,804.8200108506973,12.0,ISO 8124,Nuevo_1
8303,Nuevo_5,6-10 años,666.1014543044503,48.0,ASTM F963,Sí
2324,Tela,6-10 años,66.51478890440268,54.0,ISO 8124,No
5151,Plástico,0-2 años,191.3855563362542,99.0,Nuevo_4,No
101,Nuevo_5,6-10 años,341.879144120879,61.0,Nuevo_2,Nuevo_4
4008,Metal,3-5 años,835.0782031023339,42.0,CE,Nuevo_4
8030,Madera,Nuevo_4,948.6057261388986,16.0,CE,Sí
5344,,0-2 años,227.44970767460617,81.0,CE,No
3018,Madera,11+ años,420.17149290776433,97.0,ASTM F963,No
9860,Nuevo_1,6-10 años,615.1817626854872,86.0,ISO 8124,Nuevo_2
2223,,11+ años,367.70599277462594,94.9802000931646,CE,Sí
4422,,0-2 años,425.2241954988418,44.0,ISO 8124,Sí
1252,Tela,3-5 años,764.4865362493892,115.0,ISO 8124,Nuevo_5
2890,Metal,11+ años,756.8598333398825,27.0,ASTM F963,Sí
1682,Nuevo_5,11+ años,108.2933219166242,105.0,ISO 8124,Sí
639,,3-5 años,821.9291269420423,9.0,CE,Sí
6120,Nuevo_3,3-5 años,731.9097376069391,112.0,ASTM F963,Sí
6390,Madera,6-10 años,833.3606294314636,20.0,ISO 8124,No
3852,Plástico,6-10 años,450.0168266747213,53.0,CE,No
8058,Metal,Nuevo_3,969.3042448994762,111.0,Nuevo_3,Sí
3936,Metal,3-5 años,411.8692679838399,95.0,CE,Nuevo_2
1648,Madera,3-5 años,,40.0,ASTM F963,Sí
2716,Metal,11+ años,753.4038079342635,52.0,ISO 8124,No
8719,Nuevo_5,Nuevo_3,816.7666900292793,52.0,Nuevo_5,No
3180,,,281.10138063838826,97.0,CE,Nuevo_4
3387,Plástico,,374.5005801260765,75.0,Nuevo_5,Nuevo_5
8862,Metal,0-2 años,679.4204475764426,33.0,ISO 8124,Sí
3083,Nuevo_5,0-2 años,,7.0,ASTM F963,Sí
1721,,3-5 años,608.1150307142902,20.0,CE,Nuevo_1
3931,Plástico,3-5 años,761.7570280320281,47.0,ASTM F963,No
6679,Tela,3-5 años,60.28261189579791,112.0,ASTM F963,Nuevo_3
8983,Metal,0-2 años,783.0559605841636,39.0,ASTM F963,Sí
8928,Nuevo_1,,525.833090416739,11.0,CE,Sí
6250,Metal,11+ años,247.8826574164784,99.0,ASTM F963,No
8097,Madera,6-10 años,682.7896491268028,75.0,CE,Nuevo_2
2289,Madera,0-2 años,424.2375841876179,67.0,CE,No
8957,Nuevo_4,0-2 años,658.9562048052968,32.0,ISO 8124,No
9942,Nuevo_5,,411.9879146347956,81.0,ASTM F963,Nuevo_1
3009,Madera,3-5 años,152.95202869426174,36.0,ISO 8124,No
1711,,3-5 años,813.8018503305545,113.0,ASTM F963,Nuevo_4
1848,,3-5 años,894.2137963028383,24.0,ASTM F963,Sí
9641,Nuevo_3,3-5 años,104.57444690962365,103.0,CE,Sí
1580,Metal,Nuevo_5,135.29171992380128,24.0,ISO 8124,No
9284,Tela,6-10 años,608.9952533570862,103.0,ISO 8124,No
6075,Nuevo_4,,855.6338669373508,18.0,ASTM F963,No
7065,Tela,Nuevo_1,740.6672396651061,20.0,Nuevo_2,Nuevo_5
8307,Metal,Nuevo_1,200.4784769071313,111.0,CE,Nuevo_3
7031,,11+ años,90.89367045873392,114.0,ISO 8124,Sí
7597,Plástico,11+ años,839.0315077899736,95.0,Nuevo_5,No
7490,Tela,,485.1867735671348,119.0,ASTM F963,Sí
6218,Metal,,250.18536244324375,26.0,ASTM F963,Nuevo_1
8448,Metal,,113.34918231674574,78.0,ASTM F963,No
6852,Nuevo_4,,187.719942513325,85.0,ASTM F963,Nuevo_5
7350,Tela,3-5 años,817.0826686773,91.0,ISO 8124,Nuevo_2
9207,Plástico,3-5 años,587.653427635512,40.0,CE,Nuevo_5
658,Plástico,Nuevo_4,937.275755910818,116.0,ASTM F963,No
769,Metal,6-10 años,834.810358020385,104.0,CE,No
4391,Tela,11+ años,727.887913326815,9.0,ISO 8124,Nuevo_2
211,Metal,11+ años,472.5356484013831,87.0,ISO 8124,Nuevo_2
4840,Plástico,3-5 años,,27.0,CE,Nuevo_5
1380,Tela,Nuevo_1,419.5189777988774,460.65397045184824,Nuevo_3,Sí
3574,Plástico,11+ años,322.75450570671273,40.0,Nuevo_5,No
9390,Nuevo_2,11+ años,901.4889029823644,88.0,ASTM F963,Nuevo_2
7403,Plástico,0-2 años,931.7165232713132,87.0,ISO 8124,Nuevo_3
2081,Madera,,95.0050346201873,98.0,ASTM F963,No
919,Madera,6-10 años,402.6358217361516,16.0,ISO 8124,Nuevo_5
5132,Metal,,817.6045383414822,114.0,ASTM F963,Nuevo_1
6777,Plástico,3-5 años,896.9998740306971,61.0,ASTM F963,Sí
1830,,11+ años,443.0360609324512,92.0,ISO 8124,No
6938,Plástico,6-10 años,821.955923805532,56.0,ISO 8124,Sí
2202,Madera,11+ años,,62.0,Nuevo_3,Nuevo_3
9428,Madera,0-2 años,,105.0,Nuevo_5,No
9021,Metal,11+ años,924.0904007224408,81.0,ISO 8124,Nuevo_2
5324,Madera,6-10 años,474.0639019623544,99.0,ISO 8124,Nuevo_1
5244,Metal,6-10 años,960.772670692236,35.0,ASTM F963,No
2297,Tela,0-2 años,934.1840957996402,6.0,CE,Nuevo_2
9077,Madera,11+ años,118.25072670187028,32.0,ISO 8124,Nuevo_3
6445,Metal,3-5 años,5008.958075315271,565.1321905543293,Nuevo_5,No
8344,Tela,3-5 años,695.0211793938689,104.0,ISO 8124,Nuevo_4
933,Plástico,6-10 años,974.2975125747952,62.0,Nuevo_1,No
3781,,Nuevo_2,481.708103604547,13.0,Nuevo_5,No
5090,Metal,0-2 años,593.5808304573383,23.0,CE,Sí
3043,Plástico,3-5 años,179.33860773413426,117.0,ASTM F963,No
5235,Nuevo_4,Nuevo_4,364.0764038615978,5.0,ISO 8124,Nuevo_3
9381,Tela,3-5 años,305.4534080860009,113.0,ISO 8124,Sí
7482,Nuevo_5,6-10 años,247.4100608194977,110.0,ASTM F963,No
4928,,6-10 años,927.104047573526,115.0,ASTM F963,Nuevo_1
227,,Nuevo_3,164.79933039647284,106.0,ASTM F963,Sí
131,,0-2 años,410.1554453654928,86.0,ASTM F963,Sí
7798,,,219.03842690366585,55.0,Nuevo_5,Sí
2613,Plástico,Nuevo_3,395.45743080572737,55.0,CE,No
3197,Nuevo_1,11+ años,474.1627425621194,51.0,ASTM F963,Sí
277,Madera,6-10 años,847.7106068970019,85.0,CE,Nuevo_1
6103,Metal,0-2 años,,29.0,Nuevo_2,Nuevo_3
6368,Plástico,6-10 años,714.0608463529193,8.0,ISO 8124,Nuevo_3
4293,Madera,Nuevo_5,686.9858587108206,79.0,CE,Nuevo_3
9255,Tela,3-5 años,139.26525381726128,44.0,ISO 8124,Nuevo_3
7123,Plástico,6-10 años,739.2532672569209,64.0,CE,No
8225,Tela,0-2 años,428.8011406217451,30.0,CE,No
2405,Madera,6-10 años,387.1157102158412,51.0,Nuevo_3,No
9752,,Nuevo_2,60.24761027434763,111.0,Nuevo_1,Nuevo_3
7785,Madera,3-5 años,828.2259004125619,50.0,Nuevo_1,Nuevo_2
320,Plástico,11+ años,483.8762758163722,29.0,ASTM F963,No
589,Plástico,0-2 años,909.9565987701136,119.0,ASTM F963,Nuevo_5
2508,Plástico,3-5 años,935.2430810762826,546.1361505356964,CE,Sí
6834,Metal,11+ años,618.948570497785,45.0,ASTM F963,Nuevo_4
9507,Nuevo_1,3-5 años,913.8136813297468,89.0,ASTM F963,No
5517,Nuevo_2,11+ años,380.0014138647317,70.0,Nuevo_2,Sí
5324,Plástico,3-5 años,474.0639019623544,99.0,ISO 8124,Sí
2973,Madera,0-2 años,670.3756260143725,83.0,CE,Nuevo_2
5992,Tela,,720.5222568671368,77.0,Nuevo_1,Nuevo_5
9417,Madera,3-5 años,991.6934620981948,15.0,ISO 8124,Nuevo_2
1611,Plástico,0-2 años,848.8972073552177,40.0,ASTM F963,Sí
436,Metal,3-5 años,893.7707743052237,13.0,Nuevo_3,Sí
9540,Plástico,Nuevo_2,590.3603647326273,5.0,ISO 8124,No
906,,6-10 años,484.03935373543385,18.0,ISO 8124,Nuevo_2
4381,Plástico,Nuevo_2,479.6444729444297,59.0,ISO 8124,Nuevo_4
8901,Tela,Nuevo_2,875.0198627162194,6.0,ISO 8124,Nuevo_2
2476,Tela,Nuevo_1,567.6756365699573,73.0,CE,Sí
3852,Madera,11+ años,450.0168266747213,53.0,CE,Nuevo_3
8076,Tela,3-5 años,428.65183511988766,99.0,CE,No
4529,Tela,6-10 años,363.8146487778436,75.0,CE,Sí
4537,Nuevo_4,6-10 años,453.91633206946113,105.0,ASTM F963,No
3121,Plástico,Nuevo_2,87.71813423073093,71.0,CE,Sí
8481,Tela,3-5 años,983.4184907676308,100.0,CE,Sí
8586,Plástico,11+ años,441.30639055230193,106.0,Nuevo_4,Sí
7553,Tela,11+ años,876.9582503874949,40.0,Nuevo_4,No
7795,Nuevo_5,11+ años,93.67370145792192,151.96832014906335,CE,Nuevo_5
5958,Nuevo_3,0-2 años,263.1786576974704,50.0,ASTM F963,Nuevo_3
9862,Metal,Nuevo_5,,33.0,Nuevo_5,Sí
2991,,0-2 años,860.4451691452223,103.0,ASTM F963,No
8201,Nuevo_1,3-5 años,,59.0,Nuevo_1,Sí
781,Metal,Nuevo_4,932.2974736384858,75.0,ASTM F963,No
5281,Tela,11+ años,536.5669033855293,70.0,Nuevo_2,No
8614,Nuevo_1,0-2 años,282.0068371084385,69.0,CE,Nuevo_1
5073,Metal,3-5 años,882.5813656918493,9.0,CE,Sí
742,,0-2 años,721.4732027914084,110.0,ISO 8124,Sí
6052,Tela,6-10 años,207.5355194654933,5.0,CE,Nuevo_3
9352,Tela,0-2 años,449.0881031544157,80.0,ISO 8124,Sí
7341,Nuevo_4,11+ años,260.1962228040634,105.0,Nuevo_1,No
8142,Plástico,11+ años,213.3405653061293,32.0,ISO 8124,No
9671,Plástico,Nuevo_5,,38.0,Nuevo_2,Sí
4959,Madera,0-2 años,563.2902616731955,36.0,ASTM F963,No
1611,,6-10 años,848.8972073552177,40.0,Nuevo_2,Sí
9452,Plástico,Nuevo_5,926.4504236287652,35.0,ASTM F963,Nuevo_5
4658,Plástico,6-10 años,638.2323969300922,84.0,CE,No
3049,Madera,6-10 años,132.35424436813076,105.0,CE,Nuevo_3
7602,Madera,3-5 años,808.0180592326176,57.0,Nuevo_4,Sí
8075,Nuevo_5,0-2 años,,73.0,ISO 8124,Sí
8171,Plástico,Nuevo_4,994.425299722825,61.0,Nuevo_4,Sí
8920,Metal,Nuevo_3,642.4370878389926,75.0,ISO 8124,Sí
1146,Nuevo_4,Nuevo_1,343.5753479963193,74.0,ASTM F963,Nuevo_4
5735,Nuevo_4,Nuevo_3,250.482454351141,6.0,Nuevo_3,Sí
815,Nuevo_2,3-5 años,,51.0,ASTM F963,Nuevo_2
9146,Tela,0-2 años,827.6263020914051,105.0,Nuevo_1,No
2909,Plástico,Nuevo_4,,46.0,ASTM F963,No
4616,Plástico,Nuevo_5,170.9977425936178,103.0,CE,No
398,Metal,Nuevo_1,845.1232354594673,75.0,ASTM F963,Sí
4963,Nuevo_4,Nuevo_5,809.6163642736329,90.0,Nuevo_5,No
9433,Plástico,Nuevo_1,475.733177338082,51.0,Nuevo_5,Nuevo_1
4818,Metal,3-5 años,138.13647787464953,112.0,CE,Nuevo_5
9483,Nuevo_1,0-2 años,905.83344078948,109.0,CE,Nuevo_2
6867,,3-5 años,311.713125129,79.0,ISO 8124,Sí
462,Madera,6-10 años,234.40329488626725,44.0,Nuevo_2,No
5160,Madera,3-5 años,6658.204543899217,117.0,ISO 8124,Nuevo_1
2733,Madera,0-2 años,486.212386407015,67.0,CE,No
7139,Madera,11+ años,547.9658166086023,308.6856503027849,ISO 8124,No
2347,Nuevo_3,Nuevo_3,,51.0,Nuevo_4,Nuevo_2
2690,Nuevo_4,3-5 años,,108.0,ISO 8124,Sí
584,Metal,11+ años,925.9303632217112,114.0,ASTM F963,Sí
5906,Nuevo_4,11+ años,858.6978351287228,84.0,ASTM F963,Sí
2491,Plástico,0-2 años,513.2122089631266,74.0,ASTM F963,Nuevo_1
1042,,0-2 años,555.7472797517748,88.0,ASTM F963,Nuevo_5
2085,Metal,0-2 años,61.18596677368272,70.0,ISO 8124,Nuevo_1
8442,,0-2 años,56.92404508317189,32.0,Nuevo_2,Sí
1673,Tela,0-2 años,434.50021471607806,51.0,Nuevo_5,Sí
6637,Tela,,,56.0,ISO 8124,No
595,Plástico,Nuevo_1,838.1168840995995,13.0,ISO 8124,Sí
9501,,6-10 años,442.60513334167314,49.0,Nuevo_4,Sí
677,Tela,3-5 años,524.0753508890969,58.0,Nuevo_1,Sí
174,Madera,6-10 años,103.85068877174352,63.0,ASTM F963,Sí
8829,Tela,3-5 años,520.1993281772079,41.0,ASTM F963,Sí
2000,Plástico,Nuevo_1,828.2366046711373,54.0,CE,No
9637,Madera,6-10 años,253.79678059827512,101.0,ISO 8124,Nuevo_2
3580,Nuevo_4,3-5 años,119.96557754200651,100.0,Nuevo_2,Sí
2063,Metal,11+ años,891.7533986871109,66.0,ISO 8124,Nuevo_1
9944,Metal,,766.4019902466615,86.0,CE,Sí
5575,Nuevo_1,3-5 años,523.424631520378,106.0,CE,Nuevo_1
4724,Plástico,0-2 años,851.0943651168238,9.0,ASTM F963,Sí
1363,Plástico,Nuevo_1,861.5446974808576,68.0,CE,Nuevo_5
